name,team,actual_fpts,projected_fpts,error,position,date
N. Hanifin,VGK,2.6,8.211358354237781,5.611358354237781,D,2026-02-01
B. Hutton,VGK,0.0,6.118270992067001,6.118270992067001,D,2026-02-01
S. Theodore,VGK,0.0,9.24576870981839,9.24576870981839,D,2026-02-01
A. Killorn,ANA,2.6,5.467415119189951,2.867415119189951,W,2026-02-01
C. Kreider,ANA,17.0,7.839952605726812,-9.160047394273189,W,2026-02-01
J. Harkins,ANA,0.0,2.6561655431514906,2.6561655431514906,C,2026-02-01
R. Poehling,ANA,14.8,4.932181609334814,-9.867818390665187,C,2026-02-01
T. Washe,ANA,1.3,2.449756394661984,1.1497563946619838,C,2026-02-01
R. Johnston,ANA,1.3,2.6500592256384845,1.3500592256384845,W,2026-02-01
B. Sennecke,ANA,5.0,9.492246940447052,4.4922469404470515,W,2026-02-01
C. Gauthier,ANA,8.5,12.998424309311716,4.498424309311716,W,2026-02-01
M. Granlund,ANA,6.9,9.08210220540954,2.1821022054095405,C,2026-02-01
J. LaCombe,ANA,13.2,9.2340794898704,-3.9659205101295996,D,2026-02-01
R. Gudas,ANA,6.9,5.40760501416084,-1.4923949858391605,D,2026-02-01
O. Zellweger,ANA,0.0,6.85402614230931,6.85402614230931,D,2026-02-01
J. Trouba,ANA,11.3,8.346754327779513,-2.953245672220488,D,2026-02-01
I. Moore,ANA,0.0,4.961284639297471,4.961284639297471,D,2026-02-01
P. Mintyukov,ANA,5.0,5.628055113206919,0.6280551132069192,D,2026-02-01
Z. Benson,BUF,8.5,4.163086688799415,-4.336913311200585,W,2026-02-02
J. Zucker,BUF,8.5,5.463937729114906,-3.036062270885094,W,2026-02-02
P. Krebs,BUF,21.5,3.0211951973832556,-18.478804802616743,C,2026-02-02
J. Quinn,BUF,5.0,4.573301030111825,-0.42669896988817513,W,2026-02-02
B. Malenstyn,BUF,0.0,1.95222874382346,1.95222874382346,W,2026-02-02
T. Kozak,BUF,1.3,1.7306772054532442,0.43067720545324417,C,2026-02-02
I. Rosen,BUF,1.3,3.411472391590546,2.111472391590546,W,2026-02-02
R. McLeod,BUF,11.3,4.193019733178161,-7.106980266821839,C,2026-02-02
T. Thompson,BUF,8.5,8.73290806183319,0.23290806183318935,C,2026-02-02
N. Ostlund,BUF,0.0,3.326342075136197,3.326342075136197,C,2026-02-02
A. Tuch,BUF,7.6,6.518862777678679,-1.0811372223213205,W,2026-02-02
J. Doan,BUF,13.5,5.0730523333078095,-8.42694766669219,W,2026-02-02
B. Byram,BUF,2.6,4.570677334963087,1.9706773349630873,D,2026-02-02
M. Kesselring,BUF,0.0,2.9625871113054436,2.9625871113054436,D,2026-02-02
M. Samuelsson,BUF,12.1,5.4304963070034855,-6.669503692996514,D,2026-02-02
O. Power,BUF,13.2,3.999337758123339,-9.20066224187666,D,2026-02-02
R. Dahlin,BUF,12.6,7.600279737989869,-4.999720262010131,D,2026-02-02
Z. Metsa,BUF,0.0,1.9826081738000207,1.9826081738000207,D,2026-02-02
S. Bennett,FLA,0.0,6.511089107336375,6.511089107336375,C,2026-02-02
A. Greer,FLA,6.3,3.0683122568557017,-3.231687743144298,W,2026-02-02
M. Samoskevich,FLA,0.0,3.820933458983086,3.820933458983086,W,2026-02-02
S. Reinhart,FLA,12.6,7.561683630146715,-5.038316369853285,C,2026-02-02
E. Rodrigues,FLA,8.5,4.5729939532466695,-3.9270060467533305,C,2026-02-02
M. Tkachuk,FLA,1.3,6.417870805825036,5.117870805825036,W,2026-02-02
C. Verhaeghe,FLA,5.0,5.996243633986145,0.9962436339861451,C,2026-02-02
E. Luostarinen,FLA,0.0,4.030358391740595,4.030358391740595,C,2026-02-02
J. Boqvist,FLA,1.3,1.803899441772927,0.503899441772927,C,2026-02-02
L. Kunin,FLA,0.0,1.6226217596817076,1.6226217596817076,C,2026-02-02
C. Schwindt,FLA,0.0,1.8126971118472437,1.8126971118472437,W,2026-02-02
S. Vilmanis,FLA,8.5,1.9778631813977423,-6.522136818602258,W,2026-02-02
J. Petry,FLA,0.0,2.5084467289591945,2.5084467289591945,D,2026-02-02
A. Ekblad,FLA,1.3,4.279579812698504,2.9795798126985042,D,2026-02-02
T. Bjornfot,FLA,7.6,3.3267623406786795,-4.27323765932132,D,2026-02-02
U. Balinskis,FLA,8.5,3.178713070970166,-5.321286929029834,D,2026-02-02
G. Forsling,FLA,2.6,3.8238359509671938,1.2238359509671937,D,2026-02-02
N. Mikkola,FLA,11.9,2.8311244267532656,-9.068875573246736,D,2026-02-02
B. Tkachuk,OTT,0.0,8.405915094638265,8.405915094638265,W,2026-02-02
S. Pinto,OTT,6.3,5.418553148531593,-0.8814468514684064,C,2026-02-02
T. Stützle,OTT,16.1,7.6173356050115375,-8.482664394988465,C,2026-02-02
D. Batherson,OTT,10.0,5.794623844207066,-4.205376155792934,W,2026-02-02
F. Zetterlund,OTT,0.0,3.680359892363315,3.680359892363315,W,2026-02-02
N. Cousins,OTT,0.0,2.3877882529808936,2.3877882529808936,C,2026-02-02
M. Amadio,OTT,8.5,2.7922685742907847,-5.707731425709215,W,2026-02-02
D. Cozens,OTT,0.0,6.037193629939734,6.037193629939734,C,2026-02-02
C. Giroux,OTT,9.8,4.3646258763206305,-5.43537412367937,W,2026-02-02
R. Greig,OTT,0.0,4.30353992215578,4.30353992215578,C,2026-02-02
S. Halliday,OTT,0.0,3.1424087154950944,3.1424087154950944,C,2026-02-02
L. Eller,OTT,0.0,2.0860852637534415,2.0860852637534415,C,2026-02-02
A. Zub,OTT,0.0,3.931135203881684,3.931135203881684,D,2026-02-02
N. Jensen,OTT,1.3,3.030272839332711,1.730272839332711,D,2026-02-02
J. Spence,OTT,6.3,3.917560973283625,-2.3824390267163746,D,2026-02-02
T. Kleven,OTT,5.0,3.3817976347888465,-1.6182023652111535,D,2026-02-02
T. Chabot,OTT,2.6,5.437720324185768,2.8377203241857676,D,2026-02-02
J. Sanderson,OTT,1.3,6.889135319663258,5.589135319663258,D,2026-02-02
R. McGroarty,PIT,2.6,3.0649042980738423,0.46490429807384226,W,2026-02-02
J. Brazeau,PIT,1.3,4.745151418128565,3.4451514181285647,W,2026-02-02
C. Dewar,PIT,1.3,3.808871858502179,2.5088718585021788,C,2026-02-02
A. Mantha,PIT,1.3,5.091480050013604,3.791480050013604,W,2026-02-02
B. Lizotte,PIT,2.6,2.8397981894657036,0.23979818946570353,C,2026-02-02
N. Acciari,PIT,0.0,3.2431049374038974,3.2431049374038974,C,2026-02-02
R. Rakell,PIT,1.3,6.451815510605873,5.151815510605873,W,2026-02-02
E. Malkin,PIT,5.0,7.393899053502063,2.3938990535020626,C,2026-02-02
B. Kindel,PIT,0.0,4.826505200558157,4.826505200558157,C,2026-02-02
S. Crosby,PIT,0.0,7.426735578940552,7.426735578940552,C,2026-02-02
R. Shea,PIT,11.9,3.64639908777393,-8.25360091222607,D,2026-02-02
P. Wotherspoon,PIT,5.0,3.5775397539889573,-1.4224602460110427,D,2026-02-02
E. Karlsson,PIT,1.3,5.837231232464391,4.537231232464391,D,2026-02-02
C. Clifton,PIT,2.6,2.729523182793962,0.12952318279396202,D,2026-02-02
S. Holmstrom,NYI,1.3,3.5894320352409643,2.2894320352409645,W,2026-02-02
A. Duclair,NYI,1.3,3.5304436165474997,2.2304436165474995,W,2026-02-02
M. Barzal,NYI,8.5,6.030795268726241,-2.4692047312737593,C,2026-02-02
B. Horvat,NYI,0.0,7.83906017637329,7.83906017637329,C,2026-02-02
M. Gatcomb,NYI,0.0,2.106815165054089,2.106815165054089,C,2026-02-02
A. Lee,NYI,0.0,4.8688704858438285,4.8688704858438285,W,2026-02-02
J. Drouin,NYI,0.0,2.9650898275658473,2.9650898275658473,W,2026-02-02
K. MacLean,NYI,0.0,1.654946321050034,1.654946321050034,C,2026-02-02
J. Pageau,NYI,1.3,3.853080183883821,2.5530801838838206,C,2026-02-02
E. Heineman,NYI,2.6,4.425401783213665,1.8254017832136653,W,2026-02-02
C. Cizikas,NYI,1.3,2.309628664093108,1.009628664093108,C,2026-02-02
A. Pelech,NYI,0.0,3.70054893634584,3.70054893634584,D,2026-02-02
R. Pulock,NYI,2.6,4.1893681410718955,1.5893681410718954,D,2026-02-02
S. Mayfield,NYI,0.0,2.661429399445119,2.661429399445119,D,2026-02-02
M. Schaefer,NYI,2.6,6.653930679608992,4.0539306796089924,D,2026-02-02
T. DeAngelo,NYI,1.3,4.823325035730868,3.523325035730868,D,2026-02-02
A. Ovechkin,WSH,5.0,6.42783480958963,1.4278348095896298,W,2026-02-02
R. Leonard,WSH,0.0,4.5925139657803795,4.5925139657803795,W,2026-02-02
S. Milano,WSH,0.0,2.4655391041894976,2.4655391041894976,W,2026-02-02
D. Strome,WSH,1.3,5.984172422261222,4.684172422261222,C,2026-02-02
A. Protas,WSH,6.3,5.826892551030679,-0.473107448969321,C,2026-02-02
B. Duhaime,WSH,1.3,1.5803484894372082,0.28034848943720814,W,2026-02-02
N. Dowd,WSH,14.8,2.4783526467731063,-12.321647353226894,C,2026-02-02
H. Lapierre,WSH,1.3,1.7626376224401472,0.46263762244014717,C,2026-02-02
J. Sourdif,WSH,0.0,3.716566433228909,3.716566433228909,W,2026-02-02
T. Wilson,WSH,11.9,6.675139158358042,-5.224860841641958,W,2026-02-02
E. Frank,WSH,11.9,4.1885790070011115,-7.711420992998889,C,2026-02-02
A. Beauvillier,WSH,11.1,3.773244793755948,-7.3267552062440515,W,2026-02-02
M. Roy,WSH,5.0,3.858693914996315,-1.1413060850036851,D,2026-02-02
J. Chychrun,WSH,6.9,8.431782940823837,1.5317829408238364,D,2026-02-02
R. Sandin,WSH,5.0,4.042722063064549,-0.9572779369354514,D,2026-02-02
T. van Riemsdyk,WSH,8.2,2.4705697628056504,-5.729430237194348,D,2026-02-02
J. Carlson,WSH,9.8,6.851827920920131,-2.9481720790798693,D,2026-02-02
B. Gallagher,MTL,8.5,2.8519566121599285,-5.6480433878400715,W,2026-02-02
C. Caufield,MTL,0.0,7.706199415128944,7.706199415128944,W,2026-02-02
N. Suzuki,MTL,5.0,7.256108729145771,2.2561087291457707,C,2026-02-02
J. Anderson,MTL,0.0,3.075031229640045,3.075031229640045,W,2026-02-02
J. Slafkovský,MTL,0.0,5.728354817856367,5.728354817856367,W,2026-02-02
J. Evans,MTL,1.3,2.9106197863977377,1.6106197863977376,C,2026-02-02
K. Dach,MTL,8.5,4.008569320108465,-4.491430679891535,C,2026-02-02
O. Kapanen,MTL,0.0,4.861924808946445,4.861924808946445,C,2026-02-02
I. Demidov,MTL,9.8,4.5096945705476195,-5.290305429452381,W,2026-02-02
M. Matheson,MTL,7.6,5.0366128470660305,-2.563387152933969,D,2026-02-02
K. Guhle,MTL,1.3,3.352127394583957,2.052127394583957,D,2026-02-02
A. Carrier,MTL,7.6,3.8321406311627086,-3.767859368837291,D,2026-02-02
L. Hutson,MTL,5.0,6.819409623887913,1.8194096238879132,D,2026-02-02
N. Dobson,MTL,11.9,6.368630143172197,-5.531369856827803,D,2026-02-02
A. Xhekaj,MTL,0.0,1.9778409544743965,1.9778409544743965,D,2026-02-02
M. Boldy,MIN,10.0,8.21104098944555,-1.78895901055445,W,2026-02-02
Y. Trenin,MIN,0.0,2.502867033560522,2.502867033560522,C,2026-02-02
J. Eriksson Ek,MIN,8.5,6.547079814647697,-1.952920185352303,C,2026-02-02
T. Pitlick,MIN,0.0,1.700396062200478,1.700396062200478,C,2026-02-02
D. Yurov,MIN,0.0,3.0551469204713926,3.0551469204713926,W,2026-02-02
M. Zuccarello,MIN,1.3,5.491843341788565,4.191843341788565,W,2026-02-02
R. Hartman,MIN,7.6,4.71076493897509,-2.88923506102491,W,2026-02-02
N. Sturm,MIN,0.0,2.314501201909594,2.314501201909594,C,2026-02-02
M. Johansson,MIN,10.0,4.282568001394598,-5.717431998605402,W,2026-02-02
V. Tarasenko,MIN,2.6,4.696892796109765,2.0968927961097648,W,2026-02-02
K. Kaprizov,MIN,17.0,8.768514508893528,-8.231485491106472,W,2026-02-02
J. Middleton,MIN,0.0,3.1283895430604147,3.1283895430604147,D,2026-02-02
B. Faber,MIN,15.4,6.491677219283521,-8.908322780716478,D,2026-02-02
Z. Bogosian,MIN,6.9,2.6937212812758866,-4.206278718724114,D,2026-02-02
J. Spurgeon,MIN,2.6,3.8847590834186914,1.2847590834186913,D,2026-02-02
D. Hunt,MIN,1.3,2.6161914131802595,1.3161914131802595,D,2026-02-02
B. Schenn,STL,0.0,3.597062095374943,3.597062095374943,C,2026-02-02
A. Toropchenko,STL,0.0,2.0698975564494626,2.0698975564494626,W,2026-02-02
J. Snuggerud,STL,5.0,4.385409093934568,-0.6145909060654322,W,2026-02-02
P. Suter,STL,1.3,3.66319390181013,2.3631939018101296,C,2026-02-02
J. Kyrou,STL,18.0,5.144358490864731,-12.85564150913527,W,2026-02-02
D. Dvorsky,STL,0.0,2.9078864625811445,2.9078864625811445,W,2026-02-02
J. Neighbours,STL,21.5,3.716147834630488,-17.783852165369513,W,2026-02-02
O. Sundqvist,STL,0.0,2.516051687047314,2.516051687047314,C,2026-02-02
M. Joseph,STL,0.0,2.1331914004277697,2.1331914004277697,W,2026-02-02
N. Bjugstad,STL,0.0,3.01688309675113,3.01688309675113,C,2026-02-02
P. Buchnevich,STL,27.6,3.9157804773513263,-23.684219522648675,W,2026-02-02
P. Broberg,STL,13.5,3.6862026972304376,-9.813797302769562,D,2026-02-02
C. Fowler,STL,2.6,3.5161204367166077,0.9161204367166076,D,2026-02-02
L. Mailloux,STL,1.3,2.198351377728652,0.898351377728652,D,2026-02-02
C. Parayko,STL,9.8,3.804178986387589,-5.995821013612412,D,2026-02-02
J. Faulk,STL,5.0,5.487914083228912,0.4879140832289117,D,2026-02-02
T. Tucker,STL,6.3,2.9929981579037332,-3.3070018420962666,D,2026-02-02
F. Forsberg,NSH,13.5,6.687557130244395,-6.812442869755605,W,2026-02-02
T. Jost,NSH,0.0,2.219729263000423,2.219729263000423,C,2026-02-02
C. Smith,NSH,0.0,2.7943525757279706,2.7943525757279706,W,2026-02-02
M. McCarron,NSH,11.1,2.7606977726932405,-8.33930222730676,C,2026-02-02
E. Haula,NSH,5.0,3.7044465151687103,-1.2955534848312897,W,2026-02-02
M. Bunting,NSH,6.3,4.202473490559092,-2.0975265094409075,W,2026-02-02
M. Wood,NSH,0.0,3.3454848019704007,3.3454848019704007,W,2026-02-02
L. Evangelista,NSH,18.0,4.84979184097786,-13.150208159022139,W,2026-02-02
J. Marchessault,NSH,0.0,4.318026570872757,4.318026570872757,W,2026-02-02
R. O'Reilly,NSH,18.3,6.2068077120997085,-12.093192287900292,C,2026-02-02
S. Stamkos,NSH,17.0,6.319134416840326,-10.680865583159674,C,2026-02-02
J. Barron,NSH,5.0,2.30918239295539,-2.69081760704461,D,2026-02-02
N. Blankenburg,NSH,1.3,4.359794155566174,3.0597941555661743,D,2026-02-02
N. Perbix,NSH,2.6,2.944007477063561,0.34400747706356105,D,2026-02-02
R. Josi,NSH,29.9,7.531871279876288,-22.36812872012371,D,2026-02-02
B. Skjei,NSH,5.0,3.789363175559157,-1.2106368244408432,D,2026-02-02
A. Wilsby,NSH,0.0,3.108274938994885,3.108274938994885,D,2026-02-02
W. Smith,SJS,8.5,6.815346370344388,-1.684653629655612,C,2026-02-02
A. Wennberg,SJS,1.3,4.371552244001345,3.071552244001345,C,2026-02-02
B. Goodrow,SJS,0.0,2.0256970345447396,2.0256970345447396,C,2026-02-02
C. Graf,SJS,5.0,3.816555648429049,-1.1834443515709512,W,2026-02-02
M. Celebrini,SJS,13.5,10.294356212542764,-3.2056437874572357,C,2026-02-02
W. Eklund,SJS,5.0,5.4956524272962435,0.4956524272962435,W,2026-02-02
T. Toffoli,SJS,5.0,5.585495151778813,0.5854951517788134,C,2026-02-02
R. Reaves,SJS,0.0,1.141144590729975,1.141144590729975,W,2026-02-02
M. Misa,SJS,0.0,3.615089215425074,3.615089215425074,C,2026-02-02
A. Gaudette,SJS,0.0,3.717966434041667,3.717966434041667,W,2026-02-02
P. Regenda,SJS,0.0,5.332324349517761,5.332324349517761,W,2026-02-02
P. Kurashev,SJS,5.0,3.7518635499788906,-1.2481364500211094,C,2026-02-02
V. Desharnais,SJS,5.0,2.5842389475397747,-2.4157610524602253,D,2026-02-02
S. Dickinson,SJS,1.3,2.7761652368790717,1.4761652368790716,D,2026-02-02
D. Orlov,SJS,2.6,3.544967886399459,0.9449678863994588,D,2026-02-02
T. Liljegren,SJS,0.0,3.1306275959850556,3.1306275959850556,D,2026-02-02
M. Ferraro,SJS,2.6,3.708022858863623,1.108022858863623,D,2026-02-02
S. Mukhamadullin,SJS,8.5,3.116540725723296,-5.383459274276704,D,2026-02-02
R. Donato,CHI,30.0,3.5151362265726984,-26.4848637734273,C,2026-02-02
O. Moore,CHI,0.0,2.924490943019107,2.924490943019107,C,2026-02-02
J. Dickinson,CHI,10.0,2.91501994957638,-7.08498005042362,C,2026-02-02
R. Greene,CHI,1.3,3.1155097253993436,1.8155097253993435,C,2026-02-02
A. Burakovsky,CHI,0.0,3.917238982482796,3.917238982482796,W,2026-02-02
C. Dach,CHI,0.0,2.099635606824259,2.099635606824259,C,2026-02-02
T. Bertuzzi,CHI,5.0,5.910368935768397,0.9103689357683971,W,2026-02-02
L. Slaggert,CHI,1.3,1.882817520426824,0.582817520426824,W,2026-02-02
T. Teravainen,CHI,5.0,3.565636538310365,-1.4343634616896348,C,2026-02-02
F. Nazar,CHI,2.6,5.082751489802818,2.482751489802818,C,2026-02-02
I. Mikheyev,CHI,29.1,3.4011261590367243,-25.698873840963277,W,2026-02-02
C. Bedard,CHI,8.5,9.323779441830292,0.8237794418302915,C,2026-02-02
C. Murphy,CHI,13.5,3.0556383657051436,-10.444361634294857,D,2026-02-02
S. Rinzel,CHI,8.5,3.7302970841403713,-4.769702915859629,D,2026-02-02
W. Kaiser,CHI,1.3,3.1160635442860354,1.8160635442860353,D,2026-02-02
L. Crevier,CHI,1.3,3.9196878557795616,2.6196878557795618,D,2026-02-02
M. Grzelcyk,CHI,6.3,2.819508742014615,-3.480491257985385,D,2026-02-02
A. Vlasic,CHI,0.0,3.3862910548848424,3.3862910548848424,D,2026-02-02
V. Namestnikov,WPG,0.0,2.721981741215007,2.721981741215007,C,2026-02-02
A. Iafallo,WPG,1.3,3.0548180250720165,1.7548180250720165,W,2026-02-02
G. Vilardi,WPG,14.8,5.938596389464416,-8.861403610535586,C,2026-02-02
G. Nyquist,WPG,1.3,2.3165425263292843,1.0165425263292842,W,2026-02-02
A. Lowry,WPG,5.0,2.6934218320802046,-2.3065781679197954,C,2026-02-02
J. Toews,WPG,0.0,3.1088862545107707,3.1088862545107707,C,2026-02-02
M. Barron,WPG,0.0,3.5205872889369627,3.5205872889369627,C,2026-02-02
C. Koepke,WPG,1.3,2.4276693471217174,1.1276693471217174,W,2026-02-02
M. Scheifele,WPG,11.3,7.484824444583028,-3.815175555416973,C,2026-02-02
N. Niederreiter,WPG,0.0,2.8990643529861453,2.8990643529861453,W,2026-02-02
K. Connor,WPG,5.0,8.01185218744541,3.0118521874454096,W,2026-02-02
C. Perfetti,WPG,13.5,3.729012767906254,-9.770987232093745,C,2026-02-02
D. DeMelo,WPG,0.0,3.439864986221851,3.439864986221851,D,2026-02-02
L. Schenn,WPG,0.0,2.5508761419065062,2.5508761419065062,D,2026-02-02
J. Morrissey,WPG,0.0,6.270140535283819,6.270140535283819,D,2026-02-02
D. Samberg,WPG,1.3,3.43266263427385,2.13266263427385,D,2026-02-02
E. Salomonsson,WPG,0.0,2.5893457587430175,2.5893457587430175,D,2026-02-02
L. Stanley,WPG,9.8,3.6695503476465903,-6.130449652353411,D,2026-02-02
R. Faksa,DAL,1.3,2.2178104317948857,0.9178104317948856,C,2026-02-02
J. Benn,DAL,5.0,3.512812652887214,-1.487187347112786,W,2026-02-02
S. Steel,DAL,0.0,3.0662311618108427,3.0662311618108427,C,2026-02-02
J. Robertson,DAL,9.8,8.677920493840714,-1.1220795061592863,W,2026-02-02
M. Bourque,DAL,0.0,3.6651027550358326,3.6651027550358326,C,2026-02-02
R. Hintz,DAL,6.3,6.1964062066824,-0.1035937933176001,C,2026-02-02
J. Hryckowian,DAL,5.0,2.6883432066691046,-2.3116567933308954,C,2026-02-02
W. Johnston,DAL,2.6,7.949750139142324,5.349750139142325,C,2026-02-02
A. Erne,DAL,0.0,1.880240782705601,1.880240782705601,W,2026-02-02
M. Duchene,DAL,11.3,4.170838893398469,-7.129161106601532,C,2026-02-02
M. Rantanen,DAL,13.5,7.393912551822806,-6.106087448177194,W,2026-02-02
M. Heiskanen,DAL,12.6,6.563985520009625,-6.036014479990374,D,2026-02-02
N. Lundkvist,DAL,8.5,3.028429225217846,-5.471570774782154,D,2026-02-02
K. Capobianco,DAL,1.3,2.413713577589785,1.1137135775897848,D,2026-02-02
E. Lindell,DAL,9.5,4.155890763173714,-5.344109236826286,D,2026-02-02
A. Petrovic,DAL,2.6,3.211546057310609,0.6115460573106088,D,2026-02-02
T. Harley,DAL,11.1,5.207010029809092,-5.892989970190907,D,2026-02-02
A. Copp,DET,1.3,4.033899647281197,2.7338996472811976,C,2026-02-02
J. van Riemsdyk,DET,0.0,4.040607091287638,4.040607091287638,W,2026-02-02
M. Appleton,DET,1.3,2.3122530821434015,1.0122530821434015,C,2026-02-02
L. Raymond,DET,13.5,6.258706437466195,-7.241293562533805,W,2026-02-02
M. Rasmussen,DET,1.3,2.7397893354340335,1.4397893354340334,C,2026-02-02
J. Compher,DET,0.0,2.765321806237701,2.765321806237701,W,2026-02-02
E. Finnie,DET,0.0,3.45060042087235,3.45060042087235,C,2026-02-02
D. Larkin,DET,11.3,7.238910844572241,-4.0610891554277595,C,2026-02-02
E. Soderblom,DET,0.0,1.7242367844935371,1.7242367844935371,W,2026-02-02
P. Kane,DET,0.0,5.461334379064448,5.461334379064448,W,2026-02-02
M. Kasper,DET,9.8,2.883285338426147,-6.916714661573854,C,2026-02-02
A. DeBrincat,DET,0.0,8.12271389903237,8.12271389903237,W,2026-02-02
B. Chiarot,DET,6.9,3.7290920332030297,-3.1709079667969706,D,2026-02-02
A. Johansson,DET,2.6,2.537248982161022,-0.0627510178389783,D,2026-02-02
J. Bernard-Docker,DET,1.3,2.384928037934041,1.0849280379340411,D,2026-02-02
A. Sandin-Pellikka,DET,0.0,3.423571753139832,3.423571753139832,D,2026-02-02
T. Hamonic,DET,6.9,2.487880716632488,-4.412119283367512,D,2026-02-02
M. Seider,DET,6.9,6.292119589052032,-0.6078804109479687,D,2026-02-02
B. Nelson,COL,0.0,7.055986091877263,7.055986091877263,C,2026-02-02
V. Nichushkin,COL,2.6,5.42016003956229,2.8201600395622903,W,2026-02-02
T. Makar,COL,0.0,8.696965845183353,8.696965845183353,D,2026-02-02
P. Kelly,COL,1.3,3.613253985943133,2.313253985943133,C,2026-02-02
J. Drury,COL,2.6,3.1189475466107437,0.5189475466107436,C,2026-02-02
R. Colton,COL,0.0,4.789225279261911,4.789225279261911,C,2026-02-02
N. MacKinnon,COL,0.0,13.016547652767953,13.016547652767953,C,2026-02-02
G. Brindley,COL,1.3,2.678232064736589,1.3782320647365889,C,2026-02-02
A. Lehkonen,COL,0.0,5.721305953287905,5.721305953287905,W,2026-02-02
Z. Bardakov,COL,0.0,1.741356065633652,1.741356065633652,C,2026-02-02
J. Kiviranta,COL,0.0,2.00563802950673,2.00563802950673,W,2026-02-02
V. Olofsson,COL,0.0,3.966027048501698,3.966027048501698,W,2026-02-02
D. Toews,COL,1.3,4.377452794148152,3.0774527941481518,D,2026-02-02
C. Makar,COL,2.6,8.696965845183353,6.0969658451833535,D,2026-02-02
J. Manson,COL,1.3,4.636114810801443,3.336114810801443,D,2026-02-02
S. Girard,COL,1.3,3.2728652564615635,1.9728652564615634,D,2026-02-02
S. Malinski,COL,2.6,5.17145751463244,2.57145751463244,D,2026-02-02
B. Burns,COL,2.6,5.604124848853654,3.0041248488536536,D,2026-02-02
C. Garland,VAN,11.3,4.256772999242549,-7.043227000757452,W,2026-02-02
D. O'Connor,VAN,0.0,3.2771865378681344,3.2771865378681344,W,2026-02-02
E. Pettersson,VAN,1.3,5.654129036166307,4.354129036166307,C,2026-02-02
T. Blueger,VAN,13.5,5.205927312445336,-8.294072687554664,C,2026-02-02
M. Sasson,VAN,0.0,2.6215464221399984,2.6215464221399984,C,2026-02-02
D. Kampf,VAN,1.3,2.156914902074234,0.8569149020742339,C,2026-02-02
F. Chytil,VAN,0.0,3.994659003172792,3.994659003172792,C,2026-02-02
J. DeBrusk,VAN,0.0,5.23907738958529,5.23907738958529,W,2026-02-02
E. Kane,VAN,0.0,4.3955529589190885,4.3955529589190885,W,2026-02-02
L. Karlsson,VAN,0.0,3.8051053464958056,3.8051053464958056,C,2026-02-02
T. Willander,VAN,0.0,3.4366806940080727,3.4366806940080727,D,2026-02-02
P. Joseph,VAN,0.0,2.4857195796564646,2.4857195796564646,D,2026-02-02
F. Hronek,VAN,1.3,4.835503258658104,3.535503258658104,D,2026-02-02
E. Pettersson,VAN,1.3,5.654129036166307,4.354129036166307,C,2026-02-02
M. Pettersson,VAN,11.9,5.654129036166307,-6.245870963833694,C,2026-02-02
T. Myers,VAN,0.0,3.247834511696143,3.247834511696143,D,2026-02-02
N. Schmaltz,UTA,39.1,6.148224643298089,-32.951775356701916,C,2026-02-02
C. Keller,UTA,10.0,5.994905267594545,-4.005094732405455,W,2026-02-02
D. Guenther,UTA,5.0,6.736665136506753,1.736665136506753,W,2026-02-02
B. Tanev,UTA,0.0,1.181512251194877,1.181512251194877,W,2026-02-02
J. McBain,UTA,0.0,3.054704627100794,3.054704627100794,C,2026-02-02
B. Hayton,UTA,6.3,3.5685196255867355,-2.7314803744132643,C,2026-02-02
L. O'Brien,UTA,0.0,1.5533233572183742,1.5533233572183742,C,2026-02-02
M. Carcone,UTA,0.0,3.5991952535389617,3.5991952535389617,W,2026-02-02
K. Yamamoto,UTA,6.3,2.9920396709057915,-3.3079603290942083,W,2026-02-02
L. Crouse,UTA,13.5,3.674670036980963,-9.825329963019037,W,2026-02-02
J. Peterka,UTA,8.5,4.665812970241655,-3.834187029758345,W,2026-02-02
K. Stenlund,UTA,0.0,2.158637278647568,2.158637278647568,C,2026-02-02
J. Marino,UTA,19.3,3.423521420295664,-15.876478579704337,D,2026-02-02
I. Cole,UTA,2.6,3.2120320091581513,0.6120320091581513,D,2026-02-02
S. Durzi,UTA,5.0,4.915486072784854,-0.08451392721514583,D,2026-02-02
N. DeSimone,UTA,0.0,2.566190004164514,2.566190004164514,D,2026-02-02
N. Schmidt,UTA,2.6,3.3495275142105196,0.7495275142105196,D,2026-02-02
M. Sergachev,UTA,8.5,5.879627821964893,-2.6203721780351072,D,2026-02-02
M. Domi,TOR,1.3,4.1114618070405395,2.8114618070405397,C,2026-02-02
S. Lorentz,TOR,2.6,2.514534919468816,-0.08546508053118407,C,2026-02-02
C. Jarnkrok,TOR,1.3,2.2036377628994357,0.9036377628994356,C,2026-02-02
M. Knies,TOR,0.0,5.283292238558758,5.283292238558758,W,2026-02-02
S. Laughton,TOR,5.0,2.9773214797993717,-2.0226785202006283,C,2026-02-02
A. Matthews,TOR,7.6,9.16030873027193,1.560308730271931,C,2026-02-02
N. Roy,TOR,6.9,2.691317324082652,-4.208682675917348,C,2026-02-02
M. Maccelli,TOR,8.5,3.068028394955471,-5.431971605044529,W,2026-02-02
B. McMann,TOR,9.8,4.8943352964756635,-4.905664703524337,C,2026-02-02
W. Nylander,TOR,21.5,7.126741135600797,-14.373258864399203,W,2026-02-02
N. Robertson,TOR,0.0,3.814964994050744,3.814964994050744,W,2026-02-02
J. Tavares,TOR,5.0,6.283012085509535,1.2830120855095348,C,2026-02-02
