name,team,position,actual_fpts,projected_fpts,error,abs_error,salary,date
D. Vladar,PHI,G,17.2,6.0080457767073305,-11.191954223292669,11.191954223292669,7900,2026-02-03
J. LaCombe,ANA,D,16.9,8.9643111344283,-7.935688865571699,7.935688865571699,5100,2026-02-03
J. Sanderson,OTT,D,16.5,10.047714133405954,-6.452285866594046,6.452285866594046,6200,2026-02-03
R. Ristolainen,PHI,D,16.5,5.7860558847315495,-10.71394411526845,10.71394411526845,3200,2026-02-03
J. Walman,EDM,D,15.8,8.286986706090332,-7.513013293909669,7.513013293909669,4700,2026-02-03
T. Thompson,BUF,C,15.5,13.507912009591395,-1.9920879904086046,1.9920879904086046,8300,2026-02-03
M. Knies,TOR,L,15.0,8.491199026003223,-6.508800973996777,6.508800973996777,4300,2026-02-03
J. Guentzel,TBL,C,15.0,12.00181927338424,-2.998180726615759,2.998180726615759,7100,2026-02-03
J. Moser,TBL,D,14.9,6.384469579162878,-8.515530420837123,8.515530420837123,3400,2026-02-03
O. Tippett,PHI,R,14.3,9.199861685002675,-5.100138314997325,5.100138314997325,5200,2026-02-03
T. Stützle,OTT,C,14.3,11.651375547538889,-2.648624452461112,2.648624452461112,6700,2026-02-03
I. Sorokin,NYI,G,13.7,7.853636061827954,-5.846363938172045,5.846363938172045,7800,2026-02-03
A. Protas,WSH,C,13.5,8.792436836524391,-4.7075631634756085,4.7075631634756085,5100,2026-02-03
T. Sanheim,PHI,D,13.2,6.559117114107009,-6.6408828858929905,6.6408828858929905,3700,2026-02-03
A. Killorn,ANA,L,13.0,5.3057158911712,-7.6942841088288,7.6942841088288,3600,2026-02-03
R. Johnston,ANA,L,13.0,2.5469141097966643,-10.453085890203337,10.453085890203337,2500,2026-02-03
C. Gauthier,ANA,L,13.0,12.672526146845255,-0.32747385315474453,0.32747385315474453,6900,2026-02-03
K. Kapanen,EDM,R,13.0,6.959526311408302,-6.040473688591698,6.040473688591698,3000,2026-02-03
C. Grundstrom,PHI,R,12.8,5.024515378643784,-7.775484621356217,7.775484621356217,2700,2026-02-03
T. Kartye,SEA,L,12.8,2.7537821863272853,-10.046217813672715,10.046217813672715,2500,2026-02-03
J. Tavares,TOR,C,12.8,9.776328422107138,-3.0236715778928627,3.0236715778928627,5800,2026-02-03
A. Mantha,PIT,R,12.8,8.266294076873809,-4.533705923126192,4.533705923126192,3300,2026-02-03
B. Montour,SEA,D,12.5,9.790794876681597,-2.7092051233184034,2.7092051233184034,4900,2026-02-03
B. Bussi,CAR,G,12.299999999999997,6.8389013684661455,-5.461098631533852,5.461098631533852,8400,2026-02-03
R. Winterton,SEA,C,12.0,3.660300217297561,-8.33969978270244,8.33969978270244,2600,2026-02-03
I. Moore,ANA,D,11.9,4.826727225077649,-7.073272774922351,7.073272774922351,2500,2026-02-03
A. Vasilevskiy,TBL,G,11.599999999999998,7.750463395236744,-3.849536604763254,3.849536604763254,8300,2026-02-03
O. Bjorkstrand,TBL,R,11.5,5.780016373588499,-5.719983626411501,5.719983626411501,3200,2026-02-03
J. Harkins,ANA,C,11.5,2.517312456325368,-8.982687543674633,8.982687543674633,2800,2026-02-03
J. Eberle,SEA,R,11.5,8.790361406233838,-2.7096385937661616,2.7096385937661616,4800,2026-02-03
D. Cozens,OTT,C,11.5,9.051210841499344,-2.448789158500656,2.448789158500656,5200,2026-02-03
S. Couturier,PHI,C,11.4,5.883599239698332,-5.516400760301669,5.516400760301669,3400,2026-02-03
T. Konecny,PHI,R,11.3,10.52080116873146,-0.7791988312685412,0.7791988312685412,5700,2026-02-03
J. Trouba,ANA,D,11.3,8.280037283068449,-3.019962716931552,3.019962716931552,5400,2026-02-03
J. McCann,SEA,L,11.0,10.898807707956262,-0.10119229204373781,0.10119229204373781,5800,2026-02-03
B. Hagel,TBL,L,11.0,12.720998127861312,1.7209981278613125,1.7209981278613125,7600,2026-02-03
B. Jenner,CBJ,C,10.8,8.12028053749233,-2.67971946250767,2.67971946250767,4400,2026-02-03
W. Nylander,TOR,R,10.8,11.997536846016216,1.1975368460162148,1.1975368460162148,7000,2026-02-03
T. Meier,NJD,R,10.5,9.951906327523226,-0.5480936724767744,0.5480936724767744,5400,2026-02-03
B. Sennecke,ANA,R,10.5,9.196268417029591,-1.3037315829704088,1.3037315829704088,6100,2026-02-03
J. Staal,CAR,C,10.0,5.830614149772817,-4.169385850227183,4.169385850227183,3200,2026-02-03
J. Doan,BUF,R,10.0,8.415926916213191,-1.5840730837868087,1.5840730837868087,4200,2026-02-03
S. Halliday,OTT,C,10.0,4.653487976279159,-5.346512023720841,5.346512023720841,2500,2026-02-03
B. Rust,PIT,R,10.0,10.509851145569233,0.5098511455692325,0.5098511455692325,6400,2026-02-03
R. Gudas,ANA,D,9.9,5.250784545263229,-4.649215454736772,4.649215454736772,2800,2026-02-03
E. Cernak,TBL,D,9.9,4.487304282672838,-5.412695717327162,5.412695717327162,2600,2026-02-03
C. Ellis,BUF,G,9.7,5.730102745504742,-3.9698972544952573,3.9698972544952573,7100,2026-02-03
V. Dunn,SEA,D,9.5,8.779244972667847,-0.720755027332153,0.720755027332153,4400,2026-02-03
T. Zegras,PHI,C,9.5,9.708619014545096,0.20861901454509635,0.20861901454509635,5100,2026-02-03
S. Crosby,PIT,C,9.5,11.288038013753008,1.7880380137530079,1.7880380137530079,8200,2026-02-03
D. Batherson,OTT,R,9.5,9.338913318983796,-0.16108668101620438,0.16108668101620438,5000,2026-02-03
A. Larsson,SEA,D,9.5,5.583205707966151,-3.916794292033849,3.916794292033849,3300,2026-02-03
E. Karlsson,PIT,D,9.5,8.949180771493848,-0.5508192285061515,0.5508192285061515,4800,2026-02-03
Z. Werenski,CBJ,D,9.3,13.882329296958511,4.582329296958511,4.582329296958511,8500,2026-02-03
M. Domi,TOR,C,9.3,6.328072017499866,-2.9719279825001346,2.9719279825001346,3500,2026-02-03
R. McLeod,BUF,C,9.3,6.614528617925775,-2.6854713820742253,2.6854713820742253,3400,2026-02-03
A. Pelech,NYI,D,9.3,5.498507346404739,-3.801492653595262,3.801492653595262,3000,2026-02-03
J. Markstrom,NJD,G,9.099999999999998,4.505101377160592,-4.5948986228394055,4.5948986228394055,8000,2026-02-03
B. Carlo,TOR,D,8.4,4.828146096562557,-3.571853903437443,3.571853903437443,2900,2026-02-03
T. Chabot,OTT,D,8.4,7.923234991171741,-0.47676500882825934,0.47676500882825934,4600,2026-02-03
C. York,PHI,D,8.2,7.093875260984267,-1.1061247390157325,1.1061247390157325,4100,2026-02-03
J. Roslovic,EDM,C,8.0,7.790670378516363,-0.20932962148363732,0.20932962148363732,3300,2026-02-03
J. Sourdif,WSH,R,8.0,5.901979058574863,-2.098020941425137,2.098020941425137,4300,2026-02-03
J. Quinn,BUF,R,8.0,7.58768909322953,-0.41231090677047,0.41231090677047,3700,2026-02-03
A. Lee,NYI,L,8.0,7.8527615799612684,-0.14723842003873155,0.14723842003873155,4600,2026-02-03
R. Poehling,ANA,C,7.8,5.013988512295252,-2.786011487704748,2.786011487704748,4200,2026-02-03
K. Miller,CAR,D,7.8,7.217542297118385,-0.5824577028816149,0.5824577028816149,3100,2026-02-03
J. Spence,OTT,D,7.8,6.006204258565496,-1.7937957414345043,1.7937957414345043,2700,2026-02-03
M. Michkov,PHI,R,7.8,7.37520139769807,-0.4247986023019301,0.4247986023019301,4000,2026-02-03
C. Sillinger,CBJ,C,7.8,5.968106832839771,-1.8318931671602288,1.8318931671602288,3100,2026-02-03
D. Nurse,EDM,D,7.3,7.884881793704992,0.5848817937049926,0.5848817937049926,4200,2026-02-03
B. Tkachuk,OTT,L,7.3,13.204752748344584,5.904752748344584,5.904752748344584,7700,2026-02-03
L. Draisaitl,EDM,C,7.3,13.22655726611441,5.92655726611441,5.92655726611441,9300,2026-02-03
D. Hamilton,NJD,D,7.3,9.11901834459953,1.81901834459953,1.81901834459953,5300,2026-02-03
A. Gritsyuk,NJD,R,7.3,6.931001903106982,-0.36899809689301755,0.36899809689301755,3300,2026-02-03
C. McDavid,EDM,C,7.3,15.915299433407716,8.615299433407717,8.615299433407717,10300,2026-02-03
S. Monahan,CBJ,C,7.1,6.270545884875964,-0.8294541151240358,0.8294541151240358,3900,2026-02-03
N. Cousins,OTT,C,7.1,3.592639143856639,-3.5073608561433605,3.5073608561433605,2500,2026-02-03
S. Nemec,NJD,D,6.9,7.655602940097272,0.7556029400972717,0.7556029400972717,2900,2026-02-03
P. Wotherspoon,PIT,D,6.9,5.408636824809925,-1.4913631751900756,1.4913631751900756,2600,2026-02-03
S. Benoit,TOR,D,6.9,3.5024602469924133,-3.397539753007587,3.397539753007587,2500,2026-02-03
N. Roy,TOR,C,6.5,4.174620634925235,-2.325379365074765,2.325379365074765,2700,2026-02-03
S. Holmstrom,NYI,R,6.5,5.768135579654443,-0.7318644203455573,0.7318644203455573,3400,2026-02-03
C. Coyle,CBJ,C,6.5,7.927738570407942,1.427738570407942,1.427738570407942,4800,2026-02-03
T. Washe,ANA,C,6.5,2.376093054154581,-4.12390694584542,4.12390694584542,2500,2026-02-03
M. Granlund,ANA,C,6.5,8.631227911454499,2.1312279114544985,2.1312279114544985,5700,2026-02-03
V. Podkolzin,EDM,R,6.5,5.607842915069589,-0.8921570849304112,0.8921570849304112,3100,2026-02-03
L. Eller,OTT,C,6.5,3.0796962974487947,-3.4203037025512053,3.4203037025512053,2500,2026-02-03
A. Svechnikov,CAR,R,6.5,10.322575394471022,3.8225753944710217,3.8225753944710217,6200,2026-02-03
T. Emberson,EDM,D,6.3,4.176339362907114,-2.123660637092886,2.123660637092886,2500,2026-02-03
N. Deslauriers,PHI,L,6.3,1.5112251033310435,-4.788774896668956,4.788774896668956,2500,2026-02-03
A. Ovechkin,WSH,L,6.0,10.29816452125955,4.298164521259549,4.298164521259549,6800,2026-02-03
M. McTavish,ANA,C,5.8,7.927401580383747,2.127401580383747,2.127401580383747,5000,2026-02-03
B. Pesce,NJD,D,5.6,5.447999222346066,-0.15200077765393338,0.15200077765393338,3000,2026-02-03
O. Ekman-Larsson,TOR,D,5.0,7.462384227228216,2.462384227228216,2.462384227228216,2800,2026-02-03
A. Matthews,TOR,C,5.0,13.92817144309699,8.92817144309699,8.92817144309699,9800,2026-02-03
N. Ehlers,CAR,L,5.0,9.0083574479876,4.008357447987599,4.008357447987599,5500,2026-02-03
T. van Riemsdyk,WSH,D,5.0,3.724248604640679,-1.275751395359321,1.275751395359321,2500,2026-02-03
P. Grubauer,SEA,G,4.899999999999999,7.804274400082587,2.9042744000825884,2.9042744000825884,7300,2026-02-03
D. Strome,WSH,C,4.5,8.837285136201675,4.337285136201675,4.337285136201675,5900,2026-02-03
T. Hall,CAR,L,4.5,6.143906345326143,1.643906345326143,1.643906345326143,3500,2026-02-03
T. Terry,ANA,R,4.5,10.365516557726014,5.865516557726014,5.865516557726014,4900,2026-02-03
J. Melanson,SEA,R,4.5,2.8711133543038097,-1.6288866456961903,1.6288866456961903,2500,2026-02-03
E. Malkin,PIT,C,4.5,11.35131855406035,6.8513185540603505,6.8513185540603505,6000,2026-02-03
A. Mangiapane,EDM,L,4.5,3.6036943635244656,-0.8963056364755344,0.8963056364755344,2500,2026-02-03
N. Hischier,NJD,C,4.5,9.887482577640068,5.387482577640068,5.387482577640068,5600,2026-02-03
B. Kindel,PIT,C,4.3,7.315581231495244,3.0155812314952444,3.0155812314952444,4100,2026-02-03
C. Brown,NJD,R,4.3,5.6473255950545225,1.3473255950545227,1.3473255950545227,3000,2026-02-03
A. Fantilli,CBJ,C,4.3,9.113596946084646,4.813596946084647,4.813596946084647,6200,2026-02-03
C. Dewar,PIT,C,4.3,5.80717528145437,1.5071752814543702,1.5071752814543702,2500,2026-02-03
R. Shea,PIT,D,4.3,5.655485117432633,1.3554851174326332,1.3554851174326332,2900,2026-02-03
D. Voronkov,CBJ,L,4.3,7.4501213682717236,3.1501213682717237,3.1501213682717237,3100,2026-02-03
M. Beniers,SEA,C,4.3,7.905645441359312,3.6056454413593118,3.6056454413593118,4600,2026-02-03
S. Pinto,OTT,C,4.3,8.23779361076965,3.93779361076965,3.93779361076965,4000,2026-02-03
T. Wilson,WSH,R,4.3,10.558316638448831,6.258316638448831,6.258316638448831,6300,2026-02-03
S. Laughton,TOR,C,4.3,4.695425611745172,0.3954256117451722,0.3954256117451722,3300,2026-02-03
B. Brink,PHI,R,4.3,6.423204852944231,2.123204852944231,2.123204852944231,3700,2026-02-03
M. Amadio,OTT,R,4.3,4.568415314979601,0.2684153149796016,0.2684153149796016,2700,2026-02-03
E. Bouchard,EDM,D,4.3,12.997305626217583,8.697305626217585,8.697305626217585,7800,2026-02-03
S. Wright,SEA,C,4.1,5.41140625875444,1.31140625875444,1.31140625875444,3500,2026-02-03
J. Oleksiak,SEA,D,4.1,4.6388893925147165,0.5388893925147169,0.5388893925147169,2700,2026-02-03
S. Walker,CAR,D,4.1,7.246787797016307,3.146787797016307,3.146787797016307,3200,2026-02-03
T. Kleven,OTT,D,4.1,5.116759576782235,1.0167595767822357,1.0167595767822357,2700,2026-02-03
N. Seeler,PHI,D,4.1,5.073323082987813,0.9733230829878137,0.9733230829878137,3400,2026-02-03
O. Power,BUF,D,4.1,6.212553906679204,2.1125539066792047,2.1125539066792047,3000,2026-02-03
M. Roy,WSH,D,4.1,5.6994242019773145,1.5994242019773148,1.5994242019773148,3600,2026-02-03
J. Schwartz,SEA,L,4.1,7.268288971111972,3.1682889711119726,3.1682889711119726,3800,2026-02-03
N. Robertson,TOR,L,4.1,6.1785897423416944,2.078589742341695,2.078589742341695,3000,2026-02-03
N. Acciari,PIT,C,3.0,4.900166604898135,1.9001666048981347,1.9001666048981347,2600,2026-02-03
R. Nugent-Hopkins,EDM,C,3.0,8.828096625699708,5.8280966256997075,5.8280966256997075,5600,2026-02-03
T. DeAngelo,NYI,D,3.0,7.424662833367313,4.424662833367313,4.424662833367313,3900,2026-02-03
M. Ekholm,EDM,D,3.0,7.687656897935215,4.687656897935215,4.687656897935215,3900,2026-02-03
T. Frederic,EDM,C,3.0,2.3666933165339907,-0.6333066834660093,0.6333066834660093,2500,2026-02-03
Z. Girgensons,TBL,C,3.0,4.355910728419427,1.3559107284194267,1.3559107284194267,2500,2026-02-03
N. Cates,PHI,L,3.0,6.0110131130875075,3.0110131130875075,3.0110131130875075,3100,2026-02-03
J. Slavin,CAR,D,3.0,4.7638723138664165,1.7638723138664165,1.7638723138664165,3000,2026-02-03
H. Lapierre,WSH,C,3.0,2.696505920728802,-0.3034940792711982,0.3034940792711982,2500,2026-02-03
R. McDonagh,TBL,D,3.0,6.595586748147225,3.595586748147225,3.595586748147225,3100,2026-02-03
S. Gostisbehere,CAR,D,3.0,11.155964315478478,8.155964315478478,8.155964315478478,5200,2026-02-03
R. Leonard,WSH,R,3.0,7.268931287407284,4.268931287407284,4.268931287407284,4200,2026-02-03
D. James,TBL,C,3.0,4.422938900725885,1.4229389007258852,1.4229389007258852,2800,2026-02-03
Y. Gourde,TBL,C,3.0,5.15144767587363,2.15144767587363,2.15144767587363,2900,2026-02-03
M. Savoie,EDM,C,2.8,4.828933841717608,2.028933841717608,2.028933841717608,2900,2026-02-03
C. Cizikas,NYI,C,2.8,3.643131572006184,0.8431315720061843,0.8431315720061843,2500,2026-02-03
O. Zellweger,ANA,D,2.8,6.600670291109179,3.8006702911091788,3.8006702911091788,3100,2026-02-03
A. Tuch,BUF,R,2.8,10.449187232533593,7.649187232533593,7.649187232533593,5900,2026-02-03
K. Helenius,BUF,C,2.8,7.098426269515854,4.298426269515854,4.298426269515854,2700,2026-02-03
E. Gudbranson,CBJ,D,2.8,4.935149551340344,2.1351495513403442,2.1351495513403442,2900,2026-02-03
J. Drouin,NYI,L,2.8,4.809163504819098,2.0091635048190986,2.0091635048190986,3200,2026-02-03
A. Zub,OTT,D,2.8,5.737603178834452,2.9376031788344523,2.9376031788344523,2800,2026-02-03
D. Severson,CBJ,D,2.8,6.181128902786918,3.3811289027869185,3.3811289027869185,3500,2026-02-03
R. Sandin,WSH,D,2.8,5.986036796629632,3.186036796629632,3.186036796629632,2800,2026-02-03
M. Wood,CBJ,L,2.8,5.386644619427162,2.5866446194271626,2.5866446194271626,2600,2026-02-03
F. Zetterlund,OTT,L,2.8,5.772176253946417,2.972176253946417,2.972176253946417,2900,2026-02-03
S. Sabourin,TBL,R,2.8,3.382127048555063,0.5821270485550634,0.5821270485550634,2500,2026-02-03
N. Dowd,WSH,C,2.6,3.9245025271646496,1.3245025271646496,1.3245025271646496,2900,2026-02-03
A. Nikishin,CAR,D,2.6,6.867363258974179,4.267363258974179,4.267363258974179,3200,2026-02-03
J. Martinook,CAR,L,2.6,4.8390422854751245,2.2390422854751244,2.2390422854751244,2700,2026-02-03
N. Grebenkin,PHI,R,1.5,3.294430837957027,1.794430837957027,1.794430837957027,2700,2026-02-03
C. Glass,NJD,C,1.5,6.556472747505961,5.056472747505961,5.056472747505961,3000,2026-02-03
J. Blake,CAR,R,1.5,7.602356267039656,6.102356267039656,6.102356267039656,3700,2026-02-03
E. Frank,WSH,C,1.5,6.312061326579803,4.812061326579803,4.812061326579803,3200,2026-02-03
J. Chatfield,CAR,D,1.5,5.458044167136926,3.9580441671369258,3.9580441671369258,2600,2026-02-03
B. Dillon,NJD,D,1.5,4.429736107726381,2.929736107726381,2.929736107726381,2500,2026-02-03
B. Duhaime,WSH,R,1.5,2.4960377314501203,0.9960377314501203,0.9960377314501203,2500,2026-02-03
R. Evans,SEA,D,1.5,4.972138083173037,3.4721380831730366,3.4721380831730366,2500,2026-02-03
Z. Hyman,EDM,L,1.5,12.43842299035006,10.93842299035006,10.93842299035006,7300,2026-02-03
J. Bratt,NJD,L,1.5,8.399830719724118,6.899830719724118,6.899830719724118,5300,2026-02-03
K. Johnson,CBJ,C,1.5,5.089346721542303,3.589346721542303,3.589346721542303,3600,2026-02-03
K. MacLean,NYI,C,1.5,2.585204129035402,1.085204129035402,1.085204129035402,2500,2026-02-03
C. Clifton,PIT,D,1.5,4.032031552019856,2.5320315520198564,2.5320315520198564,2500,2026-02-03
C. Douglas,TBL,C,1.5,1.8097306198364749,0.3097306198364749,0.3097306198364749,2500,2026-02-03
D. Mateychuk,CBJ,D,1.5,6.771305045359928,5.271305045359928,5.271305045359928,3300,2026-02-03
J. Bryson,BUF,D,1.5,3.300097253615199,1.8000972536151991,1.8000972536151991,2500,2026-02-03
J. Finley,TBL,C,1.5,2.3919868897032748,0.8919868897032748,0.8919868897032748,2500,2026-02-03
S. Mayfield,NYI,D,1.5,4.1482442037092575,2.6482442037092575,2.6482442037092575,2600,2026-02-03
G. Goncalves,TBL,C,1.5,3.87995026651208,2.37995026651208,2.37995026651208,2600,2026-02-03
B. Malenstyn,BUF,L,1.5,3.0443102700564317,1.5443102700564317,1.5443102700564317,2500,2026-02-03
R. Rakell,PIT,R,1.5,10.15371877924366,8.65371877924366,8.65371877924366,6500,2026-02-03
D. Carlile,TBL,D,1.5,3.733676093726698,2.233676093726698,2.233676093726698,2500,2026-02-03
V. Hedman,TBL,D,1.5,7.363451949976811,5.863451949976811,5.863451949976811,4300,2026-02-03
P. Krebs,BUF,C,1.5,4.9491887807511015,3.4491887807511015,3.4491887807511015,2500,2026-02-03
P. Mintyukov,ANA,D,1.5,5.494992814137065,3.994992814137065,3.994992814137065,3500,2026-02-03
C. Ingram,EDM,G,1.3999999999999986,5.4007912434184355,4.000791243418437,4.000791243418437,8200,2026-02-03
N. Juulsen,PHI,D,1.3,3.8708820707441,2.5708820707440996,2.5708820707440996,2500,2026-02-03
Z. Metsa,BUF,D,1.3,3.103617498850897,1.8036174988508968,1.8036174988508968,2500,2026-02-03
F. Gaudreau,SEA,C,1.3,4.424523696429313,3.1245236964293133,3.1245236964293133,3100,2026-02-03
C. Dvorak,PHI,C,1.3,7.817796446798441,6.5177964467984415,6.5177964467984415,4500,2026-02-03
J. Kovacevic,NJD,D,1.3,4.857879076142022,3.5578790761420223,3.5578790761420223,2500,2026-02-03
J. Chychrun,WSH,D,1.3,12.438227255125652,11.138227255125651,11.138227255125651,6500,2026-02-03
J. Siegenthaler,NJD,D,1.3,4.118466014346483,2.818466014346483,2.818466014346483,2500,2026-02-03
E. Tolvanen,SEA,R,1.3,7.16247565315879,5.86247565315879,5.86247565315879,4100,2026-02-03
R. Greig,OTT,C,1.3,6.427330948928972,5.1273309489289725,5.1273309489289725,3200,2026-02-03
B. Byram,BUF,D,1.3,6.9118829415459775,5.611882941545978,5.611882941545978,3100,2026-02-03
N. Jensen,OTT,D,1.3,4.507897378741624,3.207897378741624,3.207897378741624,2600,2026-02-03
I. Provorov,CBJ,D,1.3,7.564809290757624,6.264809290757624,6.264809290757624,3800,2026-02-03
L. Stankoven,CAR,C,1.3,6.595903324756513,5.295903324756513,5.295903324756513,3700,2026-02-03
P. Myers,TOR,D,1.3,4.237414452349442,2.937414452349442,2.937414452349442,2500,2026-02-03
T. Kozak,BUF,C,1.3,2.6140783365097646,1.3140783365097646,1.3140783365097646,2500,2026-02-03
D. Mercer,NJD,C,0.0,7.22980878166276,7.22980878166276,7.22980878166276,3600,2026-02-03
P. Cotter,NJD,L,0.0,3.12275059967204,3.12275059967204,3.12275059967204,2500,2026-02-03
S. Milano,WSH,L,0.0,3.923961254626,3.923961254626,3.923961254626,2500,2026-02-03
C. Kreider,ANA,L,0.0,7.877642060390654,7.877642060390654,7.877642060390654,4100,2026-02-03
J. Lammikko,NJD,C,0.0,2.114254157462826,2.114254157462826,2.114254157462826,2500,2026-02-03
K. Kakko,SEA,R,0.0,5.741182480250043,5.741182480250043,5.741182480250043,3200,2026-02-03
L. Hameenaho,NJD,R,0.0,6.463768767552322,6.463768767552322,6.463768767552322,3100,2026-02-03
R. Lindgren,SEA,D,0.0,4.240598815820966,4.240598815820966,4.240598815820966,2700,2026-02-03
L. Glendening,NJD,C,0.0,2.123712638827378,2.123712638827378,2.123712638827378,2500,2026-02-03
C. Stephenson,SEA,C,0.0,6.745265436202837,6.745265436202837,6.745265436202837,3800,2026-02-03
B. Lizotte,PIT,C,0.0,4.310306486119303,4.310306486119303,4.310306486119303,2500,2026-02-03
P. Holmberg,TBL,R,0.0,4.808565894312441,4.808565894312441,4.808565894312441,2600,2026-02-03
A. Duclair,NYI,L,0.0,5.6597324736536265,5.6597324736536265,5.6597324736536265,3800,2026-02-03
M. Gatcomb,NYI,C,0.0,3.2540305391284985,3.2540305391284985,3.2540305391284985,2500,2026-02-03
J. Pageau,NYI,C,0.0,5.7945255978577075,5.7945255978577075,5.7945255978577075,3300,2026-02-03
E. Heineman,NYI,L,0.0,7.247106777523056,7.247106777523056,7.247106777523056,3900,2026-02-03
N. Ostlund,BUF,C,0.0,5.038921035280024,5.038921035280024,5.038921035280024,3000,2026-02-03
I. Rosen,BUF,R,0.0,5.203634265729029,5.203634265729029,5.203634265729029,2500,2026-02-03
J. Zucker,BUF,L,0.0,9.045865429840228,9.045865429840228,9.045865429840228,4400,2026-02-03
S. Lorentz,TOR,C,0.0,3.840737098211872,3.840737098211872,3.840737098211872,2500,2026-02-03
C. Jarnkrok,TOR,C,0.0,3.4173694744817564,3.4173694744817564,3.4173694744817564,2500,2026-02-03
J. Kotkaniemi,CAR,C,0.0,3.7684884202538496,3.7684884202538496,3.7684884202538496,2500,2026-02-03
M. Jankowski,CAR,L,0.0,3.729117129480432,3.729117129480432,3.729117129480432,2500,2026-02-03
W. Carrier,CAR,L,0.0,4.088590878251733,4.088590878251733,4.088590878251733,2500,2026-02-03
M. Janmark,EDM,C,0.0,2.617831954006216,2.617831954006216,2.617831954006216,2500,2026-02-03
C. Giroux,OTT,R,0.0,7.1093898946725345,7.1093898946725345,7.1093898946725345,3600,2026-02-03
D. Barkey,PHI,C,0.0,4.785514839479815,4.785514839479815,4.785514839479815,2900,2026-02-03
J. Reimer,OTT,G,-3.5,3.4578398924387104,6.95783989243871,6.95783989243871,7000,2026-02-03
