team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
MTL,2023,MTL,MTL,Team Level,4on5,82,0.08,0.09,0.11,25587,51.74,5.06,2.9,7.97,1.8,17.6,35.68,5.03,5.06,5.03,63,8,14,85,7,0,0,5,1,5,53,56,64,12,30,216,56,38,57,52,11,8,1.29,1.53,2.23,3,1,3,85,71,71,56,0.67,0,0,5.72,5.72,5.7,438.1,57.89,42.73,92.3,14.54,257.57,129.97,53.07,57.89,53.07,432,163,222,817,59,60,9,69,0,251,156,373,536,24,54,243,22,15,45,417,106,72,10.35,13.48,34.06,9,14,36,817,595,595,3,10.94,14.61,14.24,54.59,54.59,51.79
MTL,2023,MTL,MTL,Team Level,5on4,82,0.85,0.85,0.82,23502,322.31,40.15,29.38,68.43,10.65,196.63,101.76,37.7,40.15,37.7,318,129,152,599,42,34,6,62,2,173,134,276,405,20,45,217,16,17,35,304,90,53,8.87,11.15,20.13,9,9,24,599,447,447,2,7.54,6.96,6.89,40.8,40.8,39.11,72.74,6.88,3.39,11.56,2.27,22.63,49.28,6.64,6.88,6.64,81,15,12,108,11,7,2,6,0,11,61,70,85,13,29,166,82,57,62,72,14,10,2.04,1.73,3.12,4,3,4,108,96,96,59,0.78,1.92,1.8,5.86,5.86,5.82
VGK,2023,VGK,VGK,Team Level,other,82,0.5,0.51,0.5,8068,124.46,29.08,9.32,22.2,4.16,66.55,39.69,27.47,29.08,27.47,117,54,70,241,31,7,0,15,1,71,46,86,140,7,15,95,26,26,23,84,43,44,3.48,5.02,20.58,2,7,22,241,171,171,10,2.67,2.18,2.18,29.57,29.57,28.16,125.97,29.5,8.73,23.47,4.41,64.21,41.68,26.95,29.5,26.95,128,44,56,228,33,10,0,10,1,64,54,95,139,8,17,112,28,17,11,89,38,45,3.33,4.45,21.73,5,6,22,228,172,172,2,2.58,3.28,3.28,28.81,28.81,26.7
VGK,2023,VGK,VGK,Team Level,all,82,0.5,0.49,0.5,298515,2582.23,251.62,176.49,618.03,86.71,1395.64,1021.5,240.35,253.33,242.01,2548,1002,1432,4982,263,266,32,518,6,1261,1236,2285,3287,237,529,2314,2020,690,565,2617,641,292,76.05,78.48,97.09,94,83,86,5023.75,3550,3577.38,265,39.04,57.77,57.82,232.84,234.4,228.64,2609.95,248.13,176.92,640.99,89.8,1426.08,1034.09,236.08,248.2,236.15,2487,1129,1611,5227,243,263,30,487,6,1340,1277,2244,3373,275,597,2296,2135,616,562,2729,619,268,77.09,76.2,94.82,90,73,80,5219.78,3616,3616.81,282,39.29,53.61,53.64,233.77,233.83,226.27
VGK,2023,VGK,VGK,Team Level,5on5,82,0.52,0.49,0.49,244515,2039.1,176.72,132.15,510.67,68.95,1097.44,827.07,168.92,178.43,170.59,2007,806,1172,3985,176,221,25,438,4,1004,970,1831,2637,204,459,1830,1902,573,481,2130,499,184,62.86,61.44,52.43,82,62,32,4026.75,2813,2840.38,236,27.46,47.27,47.34,156.85,158.41,155.28,2064.1,166.15,133.54,530.14,71.61,1131.79,837.76,159.89,166.23,159.98,1962,909,1353,4224,163,207,25,407,5,1065,1024,1799,2708,241,525,1797,1992,526,470,2245,475,151,63.04,59.36,43.75,79,54,30,4216.78,2871,2871.81,243,27.7,40.39,40.64,153.23,153.27,150.4
VGK,2023,VGK,VGK,Team Level,4on5,82,0.12,0.12,0.15,21599,62.2,6.11,3.2,8.68,1.95,19.54,43.53,5.93,6.11,5.93,63,20,11,94,8,3,1,1,0,15,56,55,75,7,17,148,66,64,14,58,14,11,1.52,1.84,2.75,1,3,4,94,83,83,13,0.75,0.92,0.92,5.93,5.93,5.83,354.2,46.61,31.33,77.07,11.74,209.01,109.25,43.43,46.61,43.43,321,164,186,671,40,42,5,60,0,194,149,281,445,20,43,194,21,12,44,330,91,64,8.77,10.63,27.22,4,10,26,671,485,485,5,8.23,9.01,8.8,46.04,46.04,43.49
VGK,2023,VGK,VGK,Team Level,5on4,82,0.87,0.86,0.85,24333,356.46,39.72,31.82,76.47,11.66,212.11,111.22,38.04,39.72,38.04,361,122,179,662,48,35,6,64,1,171,164,313,435,19,38,241,26,27,47,345,85,53,8.19,10.19,21.33,9,11,28,662,483,483,6,8.17,7.39,7.38,40.5,40.5,39.37,65.68,5.86,3.32,10.31,2.05,21.06,45.4,5.8,5.86,5.8,76,12,16,104,7,4,0,10,0,17,50,69,81,6,12,193,94,61,37,65,15,8,1.95,1.77,2.13,2,3,2,104,88,88,32,0.76,0.92,0.92,5.69,5.69,5.68
CGY,2023,CGY,CGY,Team Level,other,82,0.51,0.52,0.53,11874,171.72,36.72,12.23,34.05,6.21,90.08,59.71,33.83,36.72,33.83,160,79,78,317,35,16,4,26,4,94,64,125,204,9,24,125,37,35,30,138,50,51,5,5.99,25.74,5,6,24,317,239,239,17,3.57,3.97,3.97,36.32,36.32,33.97,150.01,35.17,10.75,28.3,5.14,78.36,50.27,32.6,35.17,32.6,141,67,87,295,30,13,2,24,3,74,64,111,178,9,24,157,35,25,30,104,54,50,3.73,6.48,24.96,4,3,23,295,208,208,16,3.07,4.64,4.64,33.6,33.6,32.23
CGY,2023,CGY,CGY,Team Level,all,82,0.5,0.51,0.52,297732,2726.17,251.34,181.43,670.67,92.5,1484.39,1090.67,241.88,250.65,241.21,2573,1198,1486,5257,253,268,31,551,18,1279,1402,2320,3518,303,669,2394,1748,621,811,2913,580,278,79.51,72.53,99.28,92,75,86,5221.64,3771,3751,401,40.41,51.47,51.5,240.24,239.66,233.72,2574.93,256.23,173.98,619.2,85.8,1377.17,1017.61,245.46,257.71,246.92,2438,1092,1479,5009,267,237,29,540,7,1218,1261,2171,3263,308,668,2428,1724,707,686,2580,669,281,72.94,83.25,100.04,112,76,79,5052.18,3530,3559.55,364,38.81,50.41,50.45,244.6,245.89,239.69
CGY,2023,CGY,CGY,Team Level,5on5,82,0.5,0.51,0.52,240316,2109.38,165.2,132.26,543.47,71.56,1148.37,859.14,160.4,164.51,159.73,1996,924,1207,4127,167,204,20,455,12,976,1106,1829,2753,261,577,1843,1628,517,679,2316,436,168,62.73,55.45,47.03,78,56,33,4091.64,2920,2900,345,27.34,37.43,37.68,154.86,154.27,151.98,1991.43,167.34,127.03,503.81,66.84,1066.31,806.67,161.48,168.82,162.94,1896,842,1196,3934,182,173,19,438,3,933,1009,1714,2556,270,584,1856,1598,583,577,2071,506,161,57.27,63.26,46.82,96,63,23,3977.18,2738,2767.55,310,26.44,34.74,35.32,158.45,159.74,156.68
CGY,2023,CGY,CGY,Team Level,4on5,82,0.11,0.15,0.18,21922,78.85,5.71,3.5,11.88,2.37,24.76,56.78,5.69,5.71,5.69,81,24,13,118,10,1,0,4,1,13,76,71,95,10,22,178,54,46,37,85,16,4,2.24,2.1,1.37,4,2,4,118,105,105,33,0.81,0.01,0.01,6.5,6.5,6.48,357.01,45.31,32.39,76.1,11.64,210.1,109.46,43.05,45.31,43.05,323,162,184,669,44,47,7,71,1,187,135,279,441,20,40,221,22,28,45,335,98,52,9.79,12.03,23.5,9,8,27,669,485,485,6,8.43,10.35,9.81,43.94,43.94,42.23
CGY,2023,CGY,CGY,Team Level,5on4,82,0.84,0.86,0.84,23620,366.24,43.71,33.44,81.27,12.36,221.19,115.03,41.97,43.71,41.97,336,171,188,695,41,47,7,66,1,196,156,295,466,23,46,248,29,23,65,374,78,55,9.56,9,25.15,5,11,25,695,507,507,6,8.7,10.06,9.84,42.55,42.55,41.28,76.48,8.41,3.82,10.99,2.18,22.39,51.2,8.34,8.41,8.34,78,21,12,111,11,4,1,7,0,24,53,67,88,9,20,194,69,71,34,70,11,18,2.15,1.49,4.77,3,2,6,111,99,99,32,0.87,0.68,0.68,8.61,8.61,8.54
LAK,2023,LAK,LAK,Team Level,other,82,0.5,0.51,0.51,9894,137.2,29.21,10.31,24.95,4.74,77.49,45.3,26.76,29.21,26.76,128,64,66,258,29,13,0,26,0,75,49,99,163,9,20,127,28,12,13,105,47,40,4.05,6,19.16,9,4,16,258,192,192,6,2.95,3.76,3.76,28.4,28.4,26.48,135.89,29.15,9.65,25.24,4.41,71.3,44.25,27.59,29.15,27.59,116,68,64,248,24,9,1,13,1,73,64,92,160,3,6,117,26,22,19,93,46,45,3.85,5.37,19.92,6,4,14,248,184,184,11,2.87,2.43,2.43,29.59,29.59,28.21
LAK,2023,LAK,LAK,Team Level,all,82,0.53,0.53,0.53,298577,2769.17,267.84,184.04,672.63,93.42,1488.77,1098.31,254.83,270.02,256.92,2616,1189,1389,5194,254,317,30,519,7,1356,1352,2362,3551,288,629,2328,1763,424,564,2837,650,318,77.49,81.43,108.93,86,88,80,5260.1,3805,3847.02,383,40.56,66.84,66.84,241.57,243.39,236.23,2423.61,234.97,169.8,573.35,80.85,1324.75,952.28,222.64,234.62,222.29,2297,1039,1356,4692,210,232,33,484,11,1189,1210,2087,3126,293,635,2273,2041,473,554,2464,612,260,68.84,75.65,90.48,73,71,66,4651.07,3336,3317.31,354,38.1,50.26,50.26,222.81,222.38,215.86
LAK,2023,LAK,LAK,Team Level,5on5,82,0.55,0.54,0.55,240328,2213.49,182.33,139.77,562.53,74.75,1183.02,899.6,175.02,184.52,177.1,2099,943,1129,4171,165,258,22,423,6,1088,1102,1934,2877,261,571,1775,1620,348,478,2356,489,197,63.78,61.15,57.41,67,66,32,4237.1,3042,3084.02,339,28.97,51.28,51.28,160.02,161.84,158.72,1814.02,152.15,118.84,451.89,61.02,981.5,735.59,147.12,151.8,146.78,1724,777,1063,3564,143,180,28,380,7,852,939,1581,2358,268,585,1723,1926,401,447,1896,457,148,52.94,57,42.21,56,55,32,3523.07,2501,2482.31,291,24.64,37.3,37.67,139.12,138.7,136.52
LAK,2023,LAK,LAK,Team Level,4on5,82,0.13,0.11,0.13,24893,66.51,7.19,3.46,9.55,2.08,20.88,44.84,7.04,7.19,7.04,74,14,9,97,8,6,2,5,0,16,53,66,80,6,12,208,81,50,33,60,15,13,1.81,1.89,3.5,1,4,3,97,88,88,32,0.79,1.3,1.3,6.68,6.68,6.65,412.76,47.36,38.18,87.36,13.41,251.96,129.73,41.79,47.36,41.79,392,176,219,787,36,41,3,88,2,248,153,356,532,13,26,260,26,17,38,417,93,58,10.64,11.2,25.52,10,9,17,787,568,568,3,9.88,9.72,9.34,47.9,47.9,44.98
LAK,2023,LAK,LAK,Team Level,5on4,82,0.89,0.88,0.85,23462,351.97,49.11,30.49,75.6,11.85,207.38,108.57,46.03,49.11,46.03,315,168,185,668,52,40,6,65,1,177,148,263,431,12,26,218,34,14,40,316,99,68,7.86,12.39,28.86,9,14,29,668,483,483,6,7.86,10.49,10.49,46.47,46.47,44.38,60.94,6.31,3.13,8.85,2.02,19.99,42.7,6.14,6.31,6.14,65,18,10,93,7,2,1,3,1,16,54,58,76,9,18,173,63,33,50,58,16,9,1.41,2.08,2.82,1,3,3,93,83,83,49,0.71,0.81,0.81,6.2,6.2,6.15
CGY,2022,CGY,CGY,Team Level,other,82,0.49,0.5,0.49,9412,135.81,30.17,9.17,23.83,4.38,70.64,50.81,27.77,30.17,27.77,131,58,67,256,19,9,0,23,7,56,75,112,170,14,32,111,39,24,26,93,56,40,3.72,6.82,19.64,2,5,12,256,189,189,13,2.6,3.14,3.14,29.63,29.63,28.05,147.38,31.4,10.36,25.56,4.77,74.27,51.64,29.09,31.4,29.09,145,53,57,255,31,14,6,20,6,65,62,114,167,6,12,141,28,19,28,90,64,44,3.8,8.12,19.49,6,8,17,255,198,198,10,3.09,4.52,4.52,29.97,29.97,28.11
CGY,2022,CGY,CGY,Team Level,all,82,0.54,0.57,0.56,299918,2972.44,278.2,201.51,696.2,99.22,1628.06,1211.81,267.91,278.96,268.67,2949,1166,1412,5527,258,281,42,710,70,1202,1594,2691,3857,309,687,2531,1981,624,717,3056,766,293,85.01,93.58,99.62,79,92,87,5551.19,4115,4132.21,364,44.43,56.89,56.89,265.73,266.51,260.99,2321.39,238.84,159.06,531.61,76.22,1238.58,924.7,228.46,239.91,229.48,2243,926,1024,4193,247,211,34,536,101,892,1182,1996,2922,297,651,2496,1758,642,835,2234,677,258,67.75,83.68,87.4,84,85,78,4200.45,3169,3178.11,462,35.46,44.59,44.65,229.64,230.5,224.88
CGY,2022,CGY,CGY,Team Level,5on5,82,0.55,0.57,0.57,239775,2327.88,192.77,149.24,571.06,77.8,1270.95,952.18,186.29,193.53,187.04,2290,924,1135,4349,182,226,33,585,48,923,1250,2108,3032,271,607,1943,1812,498,594,2440,583,191,68.84,71.22,52.71,71,74,37,4373.19,3214,3231.21,308,30.76,43.04,43.04,180.49,181.26,178.36,1771.01,159.77,116.06,426.98,58.5,942.38,719.32,154.22,160.85,155.25,1702,721,807,3230,169,167,26,426,77,664,920,1533,2254,270,597,1895,1617,550,687,1777,483,163,54.19,60.01,45.58,70,59,40,3237.45,2423,2432.11,401,24.07,33.64,33.95,149.89,150.74,148.55
CGY,2022,CGY,CGY,Team Level,4on5,82,0.22,0.23,0.26,25978,118.07,11.74,6.3,17.14,3.88,39.01,82.93,11.45,11.74,11.45,130,31,20,181,8,5,0,16,2,22,108,122,153,9,18,227,91,71,45,113,36,12,3.19,4.47,4.09,1,4,3,181,161,161,40,1.43,1.14,1.14,12.05,12.05,11.96,336.32,41.01,29.38,70.16,11.02,202.11,107.32,38.73,41.01,38.73,321,140,142,603,41,25,2,81,17,152,145,280,420,9,18,247,32,21,75,308,110,43,7.98,13.06,19.97,8,13,20,603,461,461,10,7.55,4.99,4.74,43.83,43.83,42.33
CGY,2022,CGY,CGY,Team Level,5on4,82,0.87,0.88,0.86,24753,390.68,43.51,36.8,84.16,13.18,247.46,125.88,42.41,43.51,42.41,398,153,190,741,49,41,9,86,13,201,161,349,502,15,30,250,39,31,52,410,91,50,9.27,11.07,23.18,5,9,35,741,551,551,3,9.64,9.58,9.58,43.57,43.57,42.6,66.68,6.65,3.26,8.9,1.94,19.82,46.43,6.41,6.65,6.41,75,12,18,105,6,5,0,9,1,11,55,69,81,12,24,213,81,52,45,59,20,8,1.79,2.5,2.36,0,5,1,105,87,87,41,0.76,1.44,1.44,5.97,5.97,5.89
EDM,2022,EDM,EDM,Team Level,other,82,0.58,0.51,0.52,9385,141.87,35.52,10,23.21,4.47,70.57,45.21,33.93,35.52,33.93,144,45,53,242,34,9,2,28,1,59,58,110,155,10,20,135,20,32,22,78,60,51,3.04,7.58,24.9,2,9,23,242,189,189,7,2.85,3.22,3.63,34.74,34.74,34.11,132.2,25.65,9.57,24.36,5.24,70.19,43,24.08,25.65,24.08,142,36,53,231,24,11,2,29,4,63,47,118,154,9,18,115,30,24,24,86,59,33,3.24,7.1,15.31,4,6,14,231,178,178,12,2.79,2.94,2.94,25.49,25.49,24.17
EDM,2022,EDM,EDM,Team Level,all,82,0.56,0.52,0.52,297819,2719.78,311.16,194.5,595.17,87.81,1455.25,1064.11,293.42,314.2,296.43,2755,953,1192,4900,325,223,32,549,75,1268,1268,2430,3383,315,678,2484,1874,734,866,2457,931,320,76.59,114.67,119.9,98,127,100,4989.05,3708,3764.23,471,43.29,51.89,52.07,302.38,305.48,294.88,2530.81,243.8,172.89,586.04,83.86,1390.39,997.01,235.24,242.8,234.26,2573,901,1037,4511,256,211,40,595,70,1156,1186,2317,3218,310,669,2404,2019,690,829,2533,703,238,75.77,84.77,83.27,83,84,89,4464.22,3474,3447.09,442,38.5,42.13,42.18,240.13,238.95,233.65
EDM,2022,EDM,EDM,Team Level,5on5,82,0.54,0.52,0.52,239362,2074.91,192.77,142.46,481.82,67.7,1120.27,839.98,184.98,195.81,187.99,2092,753,961,3806,193,164,16,449,61,967,1011,1899,2652,278,604,1862,1760,599,723,1998,674,173,62.94,83.5,46.32,83,83,27,3895.05,2845,2901.23,414,29.6,33.29,33.06,189.31,192.41,188.11,1938.91,163.97,125.41,468.02,63.54,1053.95,786.09,159.33,162.96,158.35,1962,699,812,3473,169,161,31,478,46,877,930,1793,2492,273,592,1850,1873,588,669,1994,525,142,60.53,63.64,39.81,72,59,38,3426.22,2661,2634.09,385,25.92,31.3,31.56,158.32,157.15,154.8
EDM,2022,EDM,EDM,Team Level,4on5,82,0.17,0.15,0.16,25954,83.85,10.32,4.37,11.54,2.64,25.58,56.55,10.28,10.32,10.28,94,17,14,125,16,3,1,5,1,19,67,78,95,12,24,237,62,73,51,64,37,10,2.25,4.76,3.32,4,8,4,125,111,111,46,1,0.92,0.92,10.41,10.41,10.4,410.76,50.38,35.81,86.71,13.56,250.58,130.95,48.05,50.38,48.05,414,154,163,731,57,39,7,83,19,204,166,357,511,17,34,245,40,33,90,401,108,59,10.57,12.71,27.1,5,17,35,731,568,568,2,9.31,7.89,7.68,52.01,52.01,50.4
EDM,2022,EDM,EDM,Team Level,5on4,82,0.95,0.91,0.89,23118,419.14,72.54,37.68,78.58,13.01,238.82,122.36,64.22,72.54,64.22,425,138,164,727,82,47,13,67,12,223,132,343,481,15,30,250,32,30,70,317,160,86,8.35,18.82,45.37,9,27,46,727,563,563,4,9.84,14.46,14.46,67.92,67.92,62.26,48.93,3.81,2.09,6.93,1.52,15.67,36.98,3.79,3.81,3.79,55,12,9,76,6,0,0,5,1,12,43,49,61,11,25,194,76,45,46,52,11,4,1.43,1.33,1.05,2,2,2,76,67,67,43,0.49,0,0,4.29,4.29,4.26
CHI,2022,CHI,CHI,Team Level,other,82,0.45,0.46,0.47,8663,121.18,27.89,8.79,21.09,3.92,63.89,38.41,24.52,27.89,24.52,120,44,51,215,26,13,4,23,8,51,43,94,138,5,12,121,28,19,22,92,37,35,3.16,4.93,19.8,2,11,13,215,164,164,7,2.48,5.43,5.43,24.94,24.94,23.03,133.36,33.56,9.87,22.83,4.6,72.7,42.43,30.15,33.56,30.15,130,56,64,250,32,12,0,16,7,63,56,98,154,7,14,105,18,18,17,95,41,50,3.63,4.79,25.14,4,3,25,250,186,186,7,2.87,4.4,3.56,32.87,32.87,30.77
CHI,2022,CHI,CHI,Team Level,all,82,0.43,0.45,0.45,298045,2239.43,215.84,152.49,523.39,73.15,1209.1,889.03,206.47,214.38,205.04,2210,853,1012,4075,202,188,31,438,60,982,1193,2008,2861,270,619,2355,1972,689,794,2268,546,249,61.48,68.72,85.64,64,66,72,4004.77,3063,3026.04,440,33.67,41.7,41.75,207.77,206.41,200.98,2754.24,284.02,194.16,635.55,90.5,1496.98,1083.86,271.48,287.73,275.1,2758,1028,1283,5069,299,254,43,456,82,1309,1386,2459,3487,272,618,2114,1554,581,623,2686,781,319,79.03,96.01,108.97,107,92,100,5183.12,3786,3856.44,288,42.62,58.19,58.33,268.32,271.86,264.61
CHI,2022,CHI,CHI,Team Level,5on5,82,0.43,0.44,0.44,245804,1762.24,147.83,114.22,430.17,58.09,946.2,715.48,143.59,146.37,142.15,1718,694,812,3224,136,151,22,359,46,763,957,1582,2276,239,547,1818,1845,580,670,1815,441,156,49.05,55.36,43.43,53,47,36,3153.77,2412,2375.04,398,23.67,31.67,31.72,139.78,138.42,136.46,2228,199.38,151.14,535.66,73.27,1212.77,891.85,192.65,203.09,196.27,2227,838,1057,4122,208,201,36,379,69,1072,1136,2019,2857,239,546,1662,1451,494,529,2237,622,206,65.61,76.72,57.06,91,69,48,4236.12,3065,3135.44,248,31.34,41.99,42.13,188.6,192.12,188.67
CHI,2022,CHI,CHI,Team Level,4on5,82,0.11,0.13,0.14,21107,55.32,4.95,2.64,7.86,1.57,17.63,38.35,4.87,4.95,4.87,65,8,10,83,7,0,0,3,0,9,54,58,66,8,22,184,77,70,34,57,7,9,1.39,1.01,2.55,3,3,1,83,73,73,30,0.61,0,0,5.57,5.57,5.48,317.66,41.92,29.07,66.1,10.28,187.82,98.81,39.62,41.92,39.62,329,105,147,581,52,35,6,55,5,160,127,277,382,16,38,196,19,11,50,293,92,49,7.87,11.05,23.01,12,15,25,581,434,434,6,7.49,10.48,11.33,38.08,38.08,36.42
CHI,2022,CHI,CHI,Team Level,5on4,82,0.79,0.83,0.8,22471,300.69,35.16,26.84,64.27,9.57,181.38,96.78,33.48,35.16,33.48,307,107,139,553,33,24,5,53,6,159,139,274,381,18,38,232,22,20,68,304,61,49,7.88,7.42,19.85,6,5,22,553,414,414,5,6.92,4.6,4.6,37.48,37.48,35.99,75.22,9.16,4.08,10.96,2.35,23.69,50.78,9.06,9.16,9.06,72,29,15,116,7,6,1,6,1,14,67,65,94,10,20,151,66,58,27,61,26,14,1.92,3.46,3.77,0,5,2,116,101,101,27,0.93,1.32,1.32,8.77,8.77,8.75
ANA,2022,ANA,ANA,Team Level,other,82,0.42,0.44,0.43,9108,120.37,23.16,8.8,21.77,4,63.94,42.33,21.61,23.16,21.61,126,38,48,212,27,12,4,17,2,57,49,99,137,9,18,120,17,26,21,91,41,32,3.34,5.01,14.82,3,9,15,212,164,164,8,2.51,4.11,4.66,21.01,21.01,20.15,159.34,31.97,11.73,27.94,5.22,84.14,55.99,29.3,31.97,29.3,154,63,57,274,32,12,2,23,5,81,64,122,185,11,22,109,20,25,23,115,64,38,4.52,8.95,18.5,7,7,18,274,217,217,8,3.37,3.7,3.45,31.88,31.88,29.73
ANA,2022,ANA,ANA,Team Level,all,82,0.4,0.43,0.42,299138,2322.49,210.44,158.49,538.31,76.44,1255.07,945.26,200.55,208.19,198.39,2326,858,1050,4234,206,229,33,459,54,1044,1193,2120,2978,339,759,2220,1284,457,656,2342,648,194,66.25,79.02,65.16,71,75,60,4135.42,3184,3127.89,357,34.94,46.02,46.06,199.33,197.07,192.22,3146.67,320.76,225.16,714.33,104.37,1752.87,1246.5,304.99,326.35,310.33,3208,1156,1201,5565,335,334,32,615,100,1434,1546,2873,4029,292,669,2530,1430,553,707,3105,929,330,93.9,115.13,111.74,111,126,98,5736.13,4364,4473.82,314,49.81,67.03,67.07,303.5,308.56,299.43
ANA,2022,ANA,ANA,Team Level,5on5,82,0.4,0.43,0.42,243565,1800.71,147.26,115.63,434.05,59.02,962.39,746.66,141.7,145.01,139.55,1802,663,836,3301,144,176,24,378,46,776,946,1658,2321,298,672,1690,1214,379,555,1852,488,125,52.18,60.27,34.82,62,55,27,3202.42,2465,2408.89,314,23.91,33.14,32.97,138.2,135.94,133.76,2472.21,221.12,170.21,585.3,82.33,1379.68,1008.36,211.99,226.71,217.33,2540,907,989,4436,224,265,24,500,83,1110,1265,2316,3223,257,598,1979,1340,466,603,2531,709,207,77.25,87.47,56.4,90,98,36,4607.13,3447,3556.82,280,35.17,52.29,52.59,203.68,208.75,204.39
ANA,2022,ANA,ANA,Team Level,4on5,82,0.07,0.11,0.12,24455,60.15,4.38,2.72,8.92,1.87,19.25,43.85,4.32,4.38,4.32,67,14,10,91,0,0,0,4,2,15,60,67,81,14,33,207,36,39,30,62,15,4,1.58,1.82,0.98,0,0,0,91,81,81,28,0.63,0,0,5.01,5.01,4.94,453.99,60.7,40.09,92.88,15,270.48,140.85,56.79,60.7,56.79,448,172,146,766,73,54,6,89,12,225,167,375,547,16,33,262,17,17,50,410,135,75,10.75,15.96,33.99,13,18,42,766,620,620,0,10.55,10.64,10.63,60.62,60.62,58.01
ANA,2022,ANA,ANA,Team Level,5on4,82,0.84,0.88,0.86,22010,341.26,35.64,31.34,73.58,11.55,209.48,112.41,32.92,35.64,32.92,331,143,156,630,35,41,5,60,4,196,138,296,439,18,36,203,17,13,50,337,104,33,9.16,11.92,14.55,6,11,18,630,474,474,7,7.9,8.77,8.42,35.12,35.12,33.37,61.12,6.98,3.13,8.21,1.81,18.57,41.31,6.91,6.98,6.91,66,14,9,89,6,3,0,3,0,18,50,60,74,8,16,180,53,45,31,49,21,10,1.37,2.75,2.85,1,3,2,89,80,80,26,0.72,0.39,0.39,7.3,7.3,7.29
PIT,2022,PIT,PIT,Team Level,other,82,0.53,0.52,0.52,9247,145.11,37.14,11.3,25.37,5.16,78.16,43.87,33.9,37.14,33.9,146,55,58,259,36,17,4,17,6,80,45,110,165,7,17,111,46,17,25,98,52,51,4.15,6.32,26.67,5,10,21,259,201,201,10,3.42,5.39,5.39,35.17,35.17,33.53,137.14,33.58,9.77,22.92,4.21,72.3,44.22,31.67,33.58,31.67,130,57,52,239,35,9,2,18,0,66,59,95,152,11,25,107,31,25,19,79,63,45,2.96,7.87,22.75,2,11,22,239,187,187,5,2.88,2.52,2.52,33.95,33.95,32.24
PIT,2022,PIT,PIT,Team Level,all,82,0.53,0.52,0.52,297973,2814.92,299.98,205.34,649.75,95.78,1538.31,1101.92,283.46,301.04,284.46,2818,1074,1314,5206,261,316,40,535,86,1302,1392,2557,3631,291,607,2472,2308,676,803,2687,864,341,78.11,107.31,114.56,76,100,85,5226.3,3892,3907.48,384,45.68,67.46,67.46,278.13,278.83,270.52,2632.23,267.48,186.76,603.19,86.96,1438.81,1052.8,256.74,268.2,257.46,2687,949,1222,4858,263,236,35,483,61,1239,1354,2424,3373,313,658,2276,2121,669,688,2599,772,265,76.61,95.03,95.84,72,104,87,4861.15,3636,3637.6,325,41.48,51.6,51.75,257.21,257.73,251.53
