team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
DET,2021,DET,DET,Team Level,all,82,0.45,0.47,0.46,298925,2332.61,232.64,164.98,522.44,74.98,1265.99,932.96,222.76,232.08,222.19,2415,779,1006,4200,227,190,32,480,72,1019,1206,2188,2967,283,641,2247,1599,462,629,2272,673,249,66.46,83.12,83.06,73,77,77,4159.56,3194,3176.32,346,36.6,44.02,44.02,225.23,224.6,218.58,2691.45,282.87,193.23,591.66,85.76,1495.03,1069.45,270.41,285.53,273.01,2762,956,1091,4809,310,172,32,603,77,1175,1381,2452,3408,287,645,2305,1564,425,556,2585,865,268,78.04,105.53,99.29,103,108,99,4902.66,3718,3767.97,317,42.61,38.67,39.57,285.9,288.53,279.85
DET,2021,DET,DET,Team Level,5on5,82,0.46,0.46,0.46,245798,1831.51,161.93,123.94,426.72,58.82,992.92,745.65,156.43,161.37,155.87,1907,603,819,3329,159,153,27,395,58,767,978,1748,2351,254,581,1758,1479,375,529,1849,501,160,54.33,62.27,45.35,61,59,39,3288.56,2510,2492.32,314,25.7,35.91,35.91,151.73,151.11,148.86,2164.64,188.36,149.22,496.35,68.98,1212.48,879.6,182.97,191.03,185.57,2215,780,892,3887,203,135,25,499,60,947,1151,2012,2792,265,599,1754,1431,358,465,2165,686,144,64.75,83.54,40.07,81,81,41,3980.66,2995,3044.97,270,30.83,28.57,28.57,190.62,193.24,189.73
DET,2021,DET,DET,Team Level,4on5,82,0.14,0.15,0.16,20988,62.15,6.15,2.99,8.39,1.8,18.67,43.99,6.09,6.15,6.09,73,9,13,95,4,4,0,6,1,17,50,69,78,10,20,145,60,46,27,55,17,10,1.43,2.04,2.69,0,2,2,95,82,82,27,0.7,1.07,1.07,5.77,5.77,5.75,305.42,37.92,29.47,61.47,9.86,184.16,97.12,35.68,37.92,35.68,309,111,131,551,52,20,4,67,6,156,119,257,368,6,14,222,22,9,36,275,102,43,7.8,11.92,18.21,17,16,19,551,420,420,2,7.56,3.32,4.22,41.27,41.27,39.08
DET,2021,DET,DET,Team Level,5on4,82,0.83,0.85,0.82,21277,281.75,31.94,26.65,58.73,9.19,170.06,89.43,30.09,31.94,30.09,278,108,113,499,31,26,4,47,10,150,122,247,355,13,28,203,29,18,53,252,97,37,6.58,11.69,13.68,8,8,15,499,386,386,1,6.82,5.24,5.24,33.51,33.51,32.16,62.52,6.68,3.33,8.77,1.88,20.07,43.26,6.59,6.68,6.59,75,9,6,90,9,2,1,4,1,10,58,66,75,14,28,178,75,39,26,55,21,8,1.6,2.66,2.42,3,2,4,90,84,84,26,0.76,0.33,0.33,7.11,7.11,7.08
BUF,2021,BUF,BUF,Team Level,other,82,0.44,0.49,0.48,8441,115.98,23.87,8.16,21.2,3.8,64.14,41.96,21.29,23.87,21.29,119,46,43,208,20,8,1,26,5,60,46,99,145,7,12,101,24,24,21,100,32,33,3.22,3.72,16.92,4,3,13,208,165,165,11,2.3,2.82,2.82,23.22,23.22,20.96,131.59,30.9,8.87,23.67,4.39,66.21,44.97,29.23,30.9,29.23,134,45,40,219,32,14,1,17,4,59,53,102,147,3,6,120,26,18,21,92,44,43,3.78,5.38,21.74,6,5,21,219,179,179,8,2.58,4.61,4.61,28.86,28.86,27.99
BUF,2021,BUF,BUF,Team Level,all,82,0.45,0.48,0.47,298470,2327.73,210.04,159.56,528.34,75.21,1312.84,962.12,201.89,210.02,201.86,2451,827,959,4237,229,156,34,543,95,952,1303,2222,3049,247,553,2032,1246,508,620,2493,609,176,74.45,73.77,61.81,80,83,66,4200.02,3278,3263.76,320,34.78,31.45,31.45,211.27,211.04,205.55,2575.71,255.95,180.44,576.21,84.37,1442.55,1049.8,245.18,257.16,246.41,2703,934,897,4534,287,218,42,531,105,1102,1394,2416,3350,259,571,2386,1517,451,682,2681,705,251,82.64,85.79,87.53,97,95,95,4594.8,3637,3668.74,332,39.45,51.64,52.09,240.12,241.84,236.66
BUF,2021,BUF,BUF,Team Level,5on5,82,0.46,0.48,0.47,247313,1865.59,147.94,123.31,439.81,60.64,1047.77,783.9,143.7,147.92,143.66,1959,664,801,3424,158,118,21,448,81,734,1084,1801,2465,218,497,1594,1147,440,541,2030,496,97,61.09,60.61,26.24,62,70,26,3387.02,2623,2608.76,291,25.32,21.29,21.45,150.45,150.21,147.93,2054.59,176.12,138.15,479.44,67.03,1149.86,853.01,169.48,177.33,170.71,2160,741,738,3639,201,167,29,459,85,854,1135,1959,2700,237,527,1864,1416,369,584,2218,532,151,68.3,64.65,43.18,80,79,42,3699.8,2901,2932.74,288,28.51,37.27,37.72,164.43,166.16,163.19
BUF,2021,BUF,BUF,Team Level,4on5,82,0.11,0.13,0.14,20743,55.75,5.06,2.58,7.34,1.62,17.68,41.78,4.93,5.06,4.93,64,13,9,86,5,4,3,9,2,7,50,59,72,6,12,154,53,37,15,58,14,5,1.67,1.75,1.63,1,2,2,86,77,77,13,0.59,1.11,1.11,4.48,4.48,4.46,323.8,41.76,29.63,64.22,10.72,204.78,105.6,39.6,41.76,39.6,333,134,112,579,48,31,9,50,15,177,146,285,419,11,22,208,22,10,43,314,106,47,8.99,12.94,19.83,10,10,28,579,467,467,5,7.51,8.24,8.24,40.31,40.31,39
BUF,2021,BUF,BUF,Team Level,5on4,82,0.82,0.84,0.82,21973,290.41,33.16,25.5,59.99,9.15,183.24,94.48,31.98,33.16,31.98,309,104,106,519,46,26,9,60,7,151,123,263,367,16,32,183,22,7,43,305,67,41,8.46,7.68,17.02,13,8,25,519,413,413,5,6.57,6.24,6.08,33.13,33.13,32.21,65.74,7.17,3.8,8.87,2.23,21.69,46.22,6.87,7.17,6.87,76,14,7,97,6,6,3,5,1,12,60,70,84,8,16,194,53,54,34,57,23,10,1.58,2.82,2.78,1,1,4,97,90,90,31,0.86,1.52,1.52,6.52,6.52,6.49
SJS,2021,SJS,SJS,Team Level,other,82,0.39,0.48,0.46,9589,127.37,24.23,9.47,22.35,4.03,70.38,42.54,23.06,24.23,23.06,125,48,58,231,27,11,4,23,4,51,57,98,146,5,10,125,25,31,24,88,52,33,3.38,6.64,14.2,5,5,17,231,173,173,8,2.72,3.68,3.62,23.33,23.33,22.25,145.03,37.48,9.35,25.11,4.51,69.91,53.63,35.42,37.48,35.42,157,43,55,255,42,7,3,32,3,65,51,115,158,8,18,131,29,30,23,109,40,51,4.32,4.75,28.42,7,6,29,255,200,200,13,2.63,3.2,3.2,36.92,36.92,35.49
SJS,2021,SJS,SJS,Team Level,all,82,0.46,0.46,0.47,298539,2369.97,222.36,165.56,545.52,78.49,1323.5,968.57,214.46,222.35,214.39,2400,904,1041,4345,211,177,32,523,80,993,1320,2189,3093,283,663,2267,1980,736,710,2443,651,210,72.51,80.13,69.72,79,67,65,4321.3,3304,3289.79,418,36.39,40.26,40.26,218.51,217.86,212.92,2635.22,257.29,183.46,600.02,85.66,1474.44,1092.13,247.76,259.24,249.67,2622,1071,1369,5062,261,185,35,649,89,1183,1326,2361,3432,278,662,2303,1747,694,661,2699,758,236,78.89,92.31,86.09,82,94,85,5123.4,3693,3734.47,306,40.11,40.15,40.15,257.24,259.22,253.31
SJS,2021,SJS,SJS,Team Level,5on5,82,0.47,0.46,0.47,246009,1869.07,159.89,126.04,447.32,61.85,1040.01,771.88,154.85,159.88,154.78,1872,735,842,3449,142,130,21,426,64,784,1061,1730,2465,264,625,1748,1882,613,598,1962,513,132,58.84,63.24,37.82,62,53,27,3425.3,2607,2592.79,374,26.05,28.23,28.47,157.47,156.83,154.09,2108.48,178.84,141.14,500.17,68.57,1185.22,884.06,173.61,180.79,175.53,2082,876,1159,4117,179,153,29,541,67,931,1087,1903,2779,249,602,1803,1631,577,571,2219,597,142,64.92,72.43,41.5,70,72,37,4178.4,2958,2999.47,268,29.14,32.3,32.3,175.67,177.65,174.81
SJS,2021,SJS,SJS,Team Level,4on5,82,0.14,0.16,0.19,22004,74.17,5.53,3.56,10.64,2.25,24.48,55.55,5.42,5.53,5.42,91,11,8,110,4,1,0,4,3,18,72,87,98,6,12,172,51,65,35,82,15,5,2.26,1.91,1.36,2,2,0,110,102,102,28,0.81,0.35,0.35,5.99,5.99,5.95,312.64,34.67,29.41,65.86,10.67,197.72,104.68,32.45,34.67,32.45,308,135,140,583,30,25,3,65,17,172,134,278,413,18,36,230,23,24,41,307,97,39,7.77,11.86,15.04,5,7,18,583,443,443,2,7.53,4.66,4.66,37.54,37.54,35.94
SJS,2021,SJS,SJS,Team Level,5on4,82,0.84,0.84,0.82,20937,299.35,32.71,26.48,65.21,10.36,188.64,98.6,31.12,32.71,31.12,312,110,133,555,38,35,7,70,9,140,130,274,384,8,16,222,22,27,53,311,71,40,8.02,8.34,16.35,10,7,21,555,422,422,8,6.82,7.99,7.81,31.71,31.71,30.63,69.06,6.3,3.54,8.89,1.9,21.6,49.76,6.26,6.3,6.26,75,17,15,107,10,0,0,11,2,15,54,65,82,3,6,139,64,63,26,64,24,4,1.89,3.28,1.13,0,9,1,107,92,92,23,0.81,0,0,7.11,7.11,7.06
COL,2021,COL,COL,Team Level,other,82,0.53,0.49,0.48,12764,169.88,42.36,12.14,30.37,5.76,85.62,55.74,40.21,42.36,40.21,174,58,79,311,45,14,1,36,12,64,61,129,187,8,16,166,37,40,25,116,56,60,4.5,7.05,30.81,8,8,29,311,232,232,10,3.57,3.55,3.55,42.38,42.38,40.62,183.04,37.58,14.54,32.96,6.45,106.21,54.25,31.99,37.58,31.99,191,61,75,327,33,20,5,38,10,86,65,158,219,12,24,176,49,24,17,129,70,53,4.48,8.86,24.24,7,8,18,327,252,252,9,4.26,6.92,6.92,34.92,34.92,31.41
COL,2021,COL,COL,Team Level,all,82,0.53,0.53,0.52,298057,2740.33,275.81,192.65,621.27,89.04,1536.13,1105.08,265.22,278.55,267.86,2874,946,1339,5159,308,217,43,658,101,1104,1432,2566,3512,293,654,2316,1764,596,567,2833,700,287,84.68,84.74,106.38,111,94,103,5257.24,3820,3880.22,284,42.63,48.99,49.04,269.4,272.07,265.07,2522.74,244.16,178.23,578.9,84.64,1415.69,1007.36,230.29,242.27,228.45,2627,882,1084,4593,232,211,43,652,83,1020,1311,2395,3277,336,740,2583,1776,603,536,2561,697,251,70.68,85.32,88.17,77,73,82,4528.72,3509,3471.08,312,39.85,46.3,46.3,237.71,235.75,227.87
COL,2021,COL,COL,Team Level,5on5,82,0.53,0.53,0.52,237663,2098.73,173.79,139.92,499.06,68.06,1172.71,871.46,168.81,176.53,171.45,2215,710,1082,4007,198,161,31,524,70,826,1146,2017,2727,258,581,1747,1613,483,455,2259,511,155,67.54,61.7,44.55,89,71,38,4105.24,2925,2985.22,241,28.85,34.9,35.15,167.49,170.16,167.39,1950.93,157.07,128.31,468.76,64.41,1084.67,806.79,151.86,155.18,150.01,2038,672,863,3573,153,152,28,521,58,766,1060,1885,2557,290,648,1951,1628,506,446,2061,509,140,56.72,62.26,38.09,63,59,31,3508.72,2710,2672.08,271,26.54,30.44,30.51,153.1,151.13,148.79
COL,2021,COL,COL,Team Level,4on5,82,0.13,0.14,0.16,22085,65.38,6.51,3.62,8.57,1.83,20.39,45.08,6.49,6.51,6.49,79,7,10,96,6,0,0,9,2,14,55,73,80,8,16,176,84,50,27,61,18,7,2.19,2.59,1.73,3,1,2,96,86,86,26,0.83,0,0,7.34,7.34,7.32,330.16,43.68,32.02,68.63,11.78,204.48,104.41,40.73,43.68,40.73,333,132,131,596,42,36,10,86,14,151,136,291,423,20,40,230,27,15,45,314,101,50,8.07,11.96,23.65,6,6,30,596,465,465,7,8.29,8.46,8.39,43.58,43.58,41.58
COL,2021,COL,COL,Team Level,5on4,82,0.9,0.88,0.88,25545,406.34,53.15,36.98,83.28,13.39,257.41,132.8,49.71,53.15,49.71,406,171,168,745,59,42,11,89,17,200,170,347,518,19,41,227,30,23,60,397,115,65,10.45,13.4,29.3,11,14,34,745,577,577,7,9.39,10.54,10.34,52.19,52.19,49.74,58.59,5.83,3.37,8.56,2,20.33,41.91,5.72,5.83,5.72,65,17,15,97,4,3,0,7,1,17,50,61,78,14,28,226,72,58,28,57,17,8,1.4,2.24,2.18,1,0,3,97,82,82,25,0.77,0.48,0.48,6.12,6.12,6.09
BOS,2021,BOS,BOS,Team Level,other,82,0.52,0.48,0.48,13462,149.8,35.89,9.9,26.66,4.98,72.82,51.74,30.73,35.89,30.73,149,53,57,259,31,13,1,29,5,64,60,118,171,11,22,166,41,29,33,107,45,50,4.14,5.75,26.01,6,7,18,259,202,202,15,2.95,4.85,4.95,33.9,33.9,31.18,156.81,32.91,10.75,28.45,5.17,84.57,55.29,32.1,32.91,32.1,157,62,67,286,25,10,2,31,5,77,71,132,194,5,10,152,49,26,32,118,55,46,4.4,6.8,21.7,4,2,19,286,219,219,12,3.06,2.43,2.43,33.4,33.4,32.82
BOS,2021,BOS,BOS,Team Level,all,82,0.54,0.53,0.55,297577,2789.18,260.58,187.72,639.41,90.47,1537.59,1132.55,246.96,263.14,249.34,2963,933,1001,4897,253,203,50,756,93,1188,1403,2710,3643,336,743,2644,2205,529,680,2919,729,248,83.2,89.02,88.36,80,88,85,4959.79,3896,3940.32,311,41.28,46.38,46.5,252.16,254.16,246.59,2307.39,223.86,157.48,525.58,75.72,1291.71,948.75,215.38,223.33,214.88,2354,899,1018,4271,218,146,35,611,97,992,1189,2136,3035,302,674,2237,2193,655,782,2428,605,220,67.63,73.48,82.74,68,67,83,4234.91,3253,3233.96,369,35.01,36.84,36.88,219.89,219.15,214.58
BOS,2021,BOS,BOS,Team Level,5on5,82,0.57,0.55,0.56,238017,2208.2,178.47,141.64,527.55,71.24,1212.42,912.29,172.48,181.03,174.87,2371,710,784,3865,174,161,40,647,74,907,1118,2197,2907,286,643,2052,2025,437,557,2369,557,155,67.26,67.68,43.53,64,63,47,3927.79,3081,3125.32,266,29.22,35.33,35.36,169.86,171.86,169.11,1731.37,135.36,112.47,417.94,57.31,976.75,725.54,131.92,134.83,131.43,1756,689,781,3226,144,102,21,499,74,719,907,1612,2301,264,594,1710,2033,557,636,1908,433,104,53.42,53.02,28.93,56,54,34,3189.91,2445,2425.96,320,23.16,21.86,21.9,135.24,134.5,132.9
BOS,2021,BOS,BOS,Team Level,4on5,82,0.11,0.14,0.16,24207,64.23,5.72,3.3,8.99,1.99,21.37,47.64,5.6,5.72,5.6,71,18,10,99,4,5,2,10,2,16,52,67,85,14,28,185,103,60,30,67,17,5,2.13,2.33,1.26,1,1,2,99,89,89,23,0.75,0.8,0.8,5.67,5.67,5.63,335.46,47.37,29.91,68.38,10.77,203.66,107.43,43.28,47.37,43.28,348,127,159,634,43,32,11,70,14,175,141,305,432,14,28,223,37,24,84,328,87,60,7.94,10.24,29.19,7,11,25,634,475,475,10,7.79,12.18,12.18,42.46,42.46,40.12
BOS,2021,BOS,BOS,Team Level,5on4,82,0.83,0.84,0.82,21891,366.95,40.49,32.88,76.22,12.27,230.99,120.88,38.15,40.49,38.15,372,152,150,674,44,24,7,70,12,201,173,328,480,25,50,241,36,3,60,376,110,38,9.67,13.26,17.55,9,17,18,674,524,524,7,8.35,5.4,5.4,42.72,42.72,40.67,83.74,8.22,4.36,10.8,2.48,26.71,60.49,8.08,8.22,8.08,93,21,11,125,6,2,1,11,4,21,70,87,108,19,42,152,74,48,30,74,30,10,1.88,3.41,2.93,1,0,5,125,114,114,27,1,0.38,0.38,8.79,8.79,8.74
NYR,2021,NYR,NYR,Team Level,other,82,0.69,0.53,0.56,10604,157.96,39.44,10.96,27.93,5.19,79.33,54.14,35.33,39.44,35.33,164,53,48,265,35,17,3,26,8,64,67,129,182,6,12,116,37,29,28,106,53,58,4.05,6.44,28.96,7,8,20,265,217,217,11,3.13,5.92,5.92,36.66,36.66,34.12,121.46,17.58,9.14,22.44,4.05,68.8,45.98,16.76,17.58,16.76,123,45,65,233,16,6,2,12,7,58,69,107,152,8,16,113,23,29,24,102,44,22,4.11,5.23,8.25,4,4,8,233,168,168,7,2.54,1.77,1.77,18.35,18.35,17.74
NYR,2021,NYR,NYR,Team Level,all,82,0.51,0.48,0.48,298246,2362.28,239.47,164.25,533.23,76.94,1321.06,952.04,227.21,240.09,227.85,2392,895,986,4273,250,190,43,571,83,958,1235,2142,3037,283,625,2061,2094,627,743,2416,627,244,67.93,75.59,95.95,84,84,82,4295.15,3287,3300.77,374,36.24,46.96,46.96,228.74,229.5,221.92,2517.13,227.42,177.1,574.6,82.42,1418.08,1031.39,217.78,227,217.39,2529,982,1167,4678,204,209,36,494,77,1139,1388,2325,3307,267,595,2227,1780,593,718,2624,668,219,75.79,82.47,69.16,74,68,62,4667.24,3511,3502.08,340,38.69,42.03,42.11,224.01,223.53,218.15
NYR,2021,NYR,NYR,Team Level,5on5,82,0.47,0.47,0.47,245839,1804.59,147.24,120.97,426.52,58.73,1014.87,745.67,142.84,147.88,143.48,1841,673,808,3322,158,135,29,468,60,714,979,1683,2356,254,564,1592,1951,518,604,1907,486,121,53.42,58.89,34.94,67,64,27,3344.16,2514,2527.77,320,24.89,31.06,31.06,141.08,141.82,139.82,2012.31,165.23,135.28,475.09,65.79,1123.89,835.73,159.78,164.8,159.39,2007,794,945,3746,148,163,30,408,59,887,1136,1859,2653,236,530,1708,1683,499,602,2125,537,139,61.31,66.57,37.34,58,58,32,3735.24,2801,2792.08,294,27.88,31.83,31.9,161.21,160.73,158.17
NYR,2021,NYR,NYR,Team Level,4on5,82,0.13,0.14,0.16,21775,64.26,5.94,3.28,9.17,1.92,20.37,45.32,5.88,5.94,5.88,66,20,13,99,7,3,0,6,2,10,58,59,79,6,12,165,82,53,39,59,20,7,1.87,2.36,1.71,3,2,2,99,86,86,37,0.75,0.22,0.22,6.46,6.46,6.45,329.17,40.38,30.13,69.25,10.92,207.69,109.63,37.01,40.38,37.01,343,125,146,614,38,38,4,72,10,177,133,305,430,14,28,227,23,19,58,337,78,53,8.67,9.51,22.2,11,6,21,614,468,468,8,7.67,8.37,8.37,39.69,39.69,37.47
NYR,2021,NYR,NYR,Team Level,5on4,82,0.92,0.87,0.86,20028,335.47,46.84,29.04,69.61,11.1,206.49,106.92,43.16,46.84,43.16,321,149,117,587,50,35,11,71,13,170,131,271,420,17,37,188,24,27,72,344,68,58,8.6,7.9,30.35,7,10,33,587,470,470,6,7.47,9.75,9.75,44.56,44.56,41.54,54.19,4.23,2.56,7.81,1.66,17.69,40.04,4.23,4.23,4.23,56,18,11,85,2,2,0,2,1,17,50,54,72,9,21,179,51,46,34,60,9,5,1.7,1.17,1.37,1,0,1,85,74,74,31,0.59,0.06,0.06,4.77,4.77,4.76
MTL,2021,MTL,MTL,Team Level,other,82,0.41,0.48,0.46,10110,134.21,23.29,9.7,26.13,4.5,71.02,47.38,22.43,23.29,22.43,148,34,58,240,25,10,2,26,7,54,60,123,157,8,16,138,31,30,33,107,44,31,3.59,5.9,13.8,2,9,14,240,182,182,24,2.76,2.8,2.8,23.25,23.25,22.6,157.75,33.5,11.22,29.26,5.58,80.35,56.09,32.56,33.5,32.56,164,52,45,261,42,10,3,32,3,71,58,122,174,10,18,141,33,26,39,120,54,42,4.98,7.07,21.44,6,12,24,261,216,216,26,3.17,2.48,2.48,34.19,34.19,33.42
MTL,2021,MTL,MTL,Team Level,all,82,0.44,0.47,0.46,298333,2341.54,216.55,164.14,542.85,77.71,1284.33,947.41,208.32,214.99,206.77,2444,789,1107,4340,218,188,32,513,64,983,1267,2226,3015,319,694,2322,2004,507,1046,2421,591,221,69.22,74.24,73.09,80,74,64,4257.53,3233,3179.79,772,36.23,37.88,38.24,214.54,212.64,207.97,2759.78,278.75,198.26,629.95,90.14,1524.71,1083.18,268.16,282.53,271.8,2824,981,1184,4989,317,223,43,618,95,1261,1291,2507,3488,297,640,2397,1822,494,1073,2696,820,289,81.35,100.78,96.62,96,123,98,5110.8,3805,3884.72,760,44.03,45.22,45.22,277.56,281.2,275.03
MTL,2021,MTL,MTL,Team Level,5on5,82,0.46,0.47,0.46,240414,1837.06,155.15,123.84,440.85,60.69,1007.01,748.45,150.19,153.59,148.64,1906,630,890,3426,156,148,26,405,46,761,1020,1750,2380,272,594,1757,1854,410,893,1915,474,147,55.74,59.02,40.39,67,57,32,3343.53,2536,2482.79,679,25.68,28.94,29.56,151.27,149.38,146.89,2121.73,185.87,144.75,504.84,68.64,1169.1,854.79,178.93,189.66,182.56,2169,759,944,3872,196,167,29,500,71,961,1033,1973,2732,256,556,1802,1707,405,892,2148,599,181,63.38,73.67,48.82,75,83,38,3993.8,2928,3007.72,650,30.05,35.27,35.27,180.65,184.3,181.22
MTL,2021,MTL,MTL,Team Level,4on5,82,0.12,0.14,0.16,24498,79.44,7.36,4,11.84,2.61,25.07,57.11,7.18,7.36,7.18,91,17,14,122,5,3,0,8,2,19,71,86,103,13,32,205,91,48,66,81,17,10,2.23,2.28,2.85,1,2,2,122,108,108,62,0.93,0.71,0.71,7.58,7.58,7.51,416.15,51.82,38.46,87.19,13.88,254.17,128.48,49.17,51.82,49.17,421,153,179,753,67,42,8,78,20,216,151,354,507,19,42,251,24,15,70,374,145,55,11.25,17.17,23.4,13,22,32,753,574,574,15,9.94,7.02,7.02,54.74,54.74,52.41
MTL,2021,MTL,MTL,Team Level,5on4,82,0.8,0.84,0.82,23311,290.83,30.75,26.59,64.04,9.91,181.23,94.48,28.53,30.75,28.53,299,108,145,552,32,27,4,74,9,149,116,267,375,26,52,222,28,19,54,318,56,33,7.66,7.04,16.05,10,6,16,552,407,407,7,6.86,5.43,5.16,32.44,32.44,30.97,64.14,7.55,3.83,8.66,2.04,21.1,43.82,7.52,7.55,7.52,70,17,16,103,12,4,3,8,1,13,49,58,75,12,24,203,58,48,72,54,22,11,1.74,2.86,2.96,2,6,4,103,87,87,69,0.87,0.45,0.45,7.98,7.98,7.97
TBL,2021,TBL,TBL,Team Level,other,82,0.53,0.51,0.53,10997,163.5,37.79,11.79,26.17,5.08,84.56,52.61,35.84,37.79,35.84,155,63,51,269,40,10,6,18,8,75,67,115,178,9,18,143,38,36,15,107,56,55,4.6,7.03,26.16,8,9,23,269,218,218,8,3.4,4.64,4.64,36.55,36.55,34.96,141.18,33.42,10.25,23.67,4.73,72.87,49.06,32.06,33.42,32.06,136,58,63,257,30,6,1,23,7,62,66,106,164,14,28,129,35,30,16,96,51,47,3.9,6.84,22.68,4,6,20,257,194,194,9,3,1.97,2.34,34.08,34.08,32.87
TBL,2021,TBL,TBL,Team Level,all,82,0.52,0.51,0.51,299286,2590.32,270.79,189.42,556.38,82.92,1438.14,1024.35,261.09,273.59,263.72,2535,1027,997,4559,285,169,35,590,105,1141,1272,2250,3277,335,769,2340,2124,571,482,2463,843,256,77.28,102.55,90.96,90,103,92,4618.96,3562,3598.54,273,42.11,39.78,39.81,273.09,275.23,268.97,2438.49,252.28,173,531.45,78.18,1352.16,979.94,242.94,252.05,242.75,2442,925,1044,4411,228,159,41,544,95,991,1350,2214,3139,341,801,2329,2068,579,483,2387,734,246,73.71,89.69,88.88,65,78,85,4385.81,3367,3355.38,283,38.31,37.19,37.56,253.03,252.79,246.8
TBL,2021,TBL,TBL,Team Level,5on5,82,0.52,0.51,0.51,239585,1983.49,177.88,138.84,446.33,63.26,1103.06,808.65,172.4,180.67,175.03,1930,808,814,3552,183,122,20,488,77,883,985,1747,2555,297,690,1750,1970,444,394,1966,636,136,62.25,77.31,38.32,71,81,31,3611.96,2738,2774.54,233,28.8,28.19,28.23,178.45,180.6,177.8,1894.38,163.7,129.09,433.34,60.59,1056.15,779.12,159.12,163.47,158.92,1900,722,811,3433,149,126,31,443,75,762,1067,1751,2473,300,718,1771,1919,454,395,1939,559,124,60.2,67.93,35.58,54,59,36,3407.81,2622,2610.38,248,26.7,27.96,27.96,162.44,162.19,159.76
TBL,2021,TBL,TBL,Team Level,4on5,82,0.14,0.13,0.15,23949,59.13,7.59,3.47,7.99,1.89,18.41,38.64,7.44,7.59,7.44,64,14,15,93,7,3,1,5,1,13,49,57,71,14,31,200,77,73,25,43,22,13,1.13,2.87,3.6,1,1,5,93,78,78,24,0.79,0.85,0.85,7.53,7.53,7.5,330.95,47.24,29.71,65.33,10.84,201.16,101.72,43.86,47.24,43.86,334,122,156,612,45,26,9,70,12,161,142,289,411,20,41,236,39,27,52,288,104,64,7.26,12.31,27.67,7,10,28,612,456,456,7,7.71,7.21,7.21,47.75,47.75,45.41
TBL,2021,TBL,TBL,Team Level,5on4,82,0.86,0.86,0.85,24755,384.2,47.53,35.31,75.89,12.71,232.11,124.45,45.4,47.53,45.4,386,142,117,645,55,34,8,79,19,170,171,331,473,15,30,247,39,18,48,347,129,52,9.3,15.34,22.89,10,12,33,645,528,528,8,9.13,6.1,6.1,50.56,50.56,48.7,71.98,7.92,3.94,9.11,2.02,21.98,50.04,7.9,7.92,7.9,72,23,14,109,4,1,0,8,1,6,75,68,91,7,14,193,75,68,20,64,20,11,2.36,2.61,2.94,0,3,1,109,95,95,19,0.9,0.05,0.05,8.77,8.77,8.75
