player_id,player_name,position,team,opponent,game_date,expected_fpts,median_fpts,std_fpts,floor_fpts,ceiling_fpts,p_above_10,p_above_15,p_above_20,p_above_25,p_hat_trick,p_3plus_points,p_5plus_sog,p_3plus_blocks,exp_goals,exp_assists,exp_shots,exp_blocks,n_historical_games,actual_fpts,error
8482953,T. Makar,L,COL,DET,2026-02-02,4.84892,2.8,6.937224432984707,0.0,11.5,0.1498,0.0628,0.0334,0.02,0.0108,0.0284,0.067,0.0288,0.1416,0.1846,1.3802,0.3374,10,0.0,4.84892
8482964,A. Xhekaj,D,MTL,MIN,2026-02-02,6.0179599999999995,1.5,13.356017574052528,0.0,14.5,0.1668,0.0964,0.0682,0.0514,0.0176,0.0722,0.0286,0.0832,0.1662,0.4528,0.699,0.7012,49,0.0,6.0179599999999995
8483450,R. Greene,C,CHI,SJS,2026-02-02,5.4105,3.0,7.2986483508934725,0.0,13.0,0.173,0.081,0.0426,0.0268,0.0118,0.034,0.0746,0.0434,0.1484,0.2286,1.4386,0.456,55,0.3,5.1105
8483457,L. Hutson,D,MTL,MIN,2026-02-02,10.85744,9.1,8.720999979727095,1.5,23.0,0.4484,0.2406,0.137,0.0786,0.0066,0.1126,0.0676,0.245,0.1656,0.844,1.6056,1.6548,55,6.5,4.35744
8483464,M. Kasper,C,DET,COL,2026-02-02,4.855740000000001,2.8,6.754508942358431,0.0,11.3,0.1344,0.055,0.0316,0.0196,0.0104,0.024,0.0692,0.0582,0.113,0.123,1.4916,0.6248,55,13.3,8.44426
8483476,J. Lekkerimäki,R,VAN,UTA,2026-02-02,6.07358,3.0,7.676636762515209,0.0,14.5,0.2068,0.0914,0.0482,0.0294,0.0156,0.038,0.063,0.0402,0.2212,0.2278,1.481,0.4376,11,2.1,3.9735799999999997
8483487,R. McGroarty,R,PIT,OTT,2026-02-02,5.674720000000001,3.0,6.898016013434587,0.0,13.0,0.1902,0.075,0.041,0.0236,0.0082,0.028,0.0876,0.0324,0.1488,0.1982,1.8154,0.3594,18,2.6,3.0747200000000006
8483493,F. Nazar,C,CHI,SJS,2026-02-02,8.4249,6.0,8.580756959033392,1.3,18.5,0.3186,0.1498,0.0852,0.0512,0.0132,0.0626,0.1382,0.057,0.189,0.447,2.2374,0.619,39,4.1,4.3248999999999995
8483499,L. Ohgren,L,VAN,UTA,2026-02-02,4.57798,2.6,7.577956262713582,0.0,11.0,0.1254,0.0536,0.0326,0.021,0.011,0.0268,0.0596,0.0432,0.1282,0.1396,1.2354,0.5546,42,12.0,7.42202
8483500,N. Ostlund,C,BUF,FLA,2026-02-02,5.6383,2.8,7.841615083004265,0.0,14.5,0.1878,0.0916,0.0498,0.0302,0.0146,0.0388,0.0392,0.0488,0.2424,0.221,1.0108,0.545,42,-0.5,6.1383
8483506,S. Rinzel,D,CHI,SJS,2026-02-02,6.241639999999999,4.5,6.9843099952966,0.0,13.1,0.1974,0.0718,0.0382,0.0222,0.0086,0.032,0.0594,0.1504,0.0944,0.2696,1.4874,1.1758,29,13.5,7.258360000000001
8483510,E. Salomonsson,D,WPG,DAL,2026-02-02,5.51214,4.1,6.531873744983135,0.0,11.5,0.1568,0.0556,0.0284,0.0178,0.0078,0.0236,0.055,0.1672,0.083,0.177,1.2952,1.2788,11,1.5,4.01214
8483515,J. Slafkovský,L,MTL,MIN,2026-02-02,10.13834,7.9,9.325941670651817,1.3,21.5,0.4076,0.214,0.1202,0.0706,0.0252,0.077,0.1234,0.0966,0.3802,0.4222,2.0532,0.9148,55,3.0,7.1383399999999995
8483516,J. Snuggerud,R,STL,NSH,2026-02-02,7.481559999999999,5.0,8.125661324864579,0.0,16.5,0.265,0.1158,0.0672,0.0406,0.0166,0.045,0.1206,0.0542,0.2122,0.2744,2.1098,0.6012,43,6.5,0.9815599999999991
8483525,D. Yurov,R,MIN,MTL,2026-02-02,5.65362,3.0,7.277855652292096,0.0,13.5,0.1836,0.0816,0.0446,0.0266,0.0108,0.038,0.0538,0.059,0.1666,0.2746,1.1784,0.6444,49,2.5,3.15362
8483553,M. Gatcomb,C,NYI,WSH,2026-02-02,5.2077800000000005,2.8,7.891938258222755,0.0,11.820000000000073,0.1496,0.0688,0.0406,0.0274,0.0164,0.0338,0.0616,0.066,0.1572,0.1544,1.2928,0.6786,26,3.0,2.2077800000000005
8483565,N. Blankenburg,D,NSH,STL,2026-02-02,6.522139999999999,4.5,7.015415014124253,0.0,14.5,0.226,0.0902,0.0464,0.0266,0.0072,0.0374,0.0446,0.1316,0.1464,0.349,1.2508,1.0358,43,3.3,3.2221399999999996
8483573,E. Frank,C,WSH,NYI,2026-02-02,6.6694200000000015,4.3,7.794163384456345,0.0,16.0,0.232,0.1078,0.062,0.037,0.0154,0.0416,0.0754,0.0486,0.2426,0.2344,1.5888,0.5824,45,12.4,5.730579999999999
8483609,A. Klapka,R,CGY,TOR,2026-02-02,4.3267,1.5,6.952029136158737,0.0,10.810000000000038,0.1224,0.052,0.0288,0.0184,0.0106,0.0252,0.0468,0.054,0.1208,0.1406,1.0716,0.601,53,4.1,0.22670000000000012
8483630,P. Regenda,L,SJS,CHI,2026-02-02,8.047579999999998,5.8,8.65629748469864,0.0,18.5,0.3314,0.1514,0.0896,0.0464,0.023,0.0474,0.1182,0.0256,0.4,0.1724,2.0248,0.3026,15,1.5,6.547579999999998
8483676,S. Halliday,C,OTT,PIT,2026-02-02,5.456079999999999,3.0,7.617295782205126,0.0,13.5,0.1792,0.0846,0.0486,0.0282,0.0122,0.0438,0.0474,0.038,0.1562,0.3174,1.1868,0.3906,22,1.0,4.456079999999999
8483678,E. Pettersson,D,VAN,UTA,2026-02-02,4.8231,2.6,8.361064070439838,0.0,11.3,0.127,0.0676,0.0386,0.0274,0.0178,0.0348,0.0226,0.1566,0.1554,0.1518,0.5676,1.196,45,1.8,3.0231000000000003
8483771,S. Vilmanis,L,FLA,BUF,2026-02-02,5.570639999999999,3.0,7.509710912571802,0.0,13.5,0.1838,0.0828,0.0466,0.0298,0.0156,0.04,0.0568,0.0308,0.1854,0.25,1.3172,0.3958,11,11.5,5.929360000000001
8484136,M. Sasson,C,VAN,UTA,2026-02-02,5.63926,2.8,9.111593529805859,0.0,13.5,0.1828,0.0882,0.0504,0.035,0.0118,0.0482,0.0416,0.0504,0.1972,0.2912,1.0028,0.5622,48,-0.5,6.13926
8484144,C. Bedard,C,CHI,SJS,2026-02-02,14.4738,11.5,11.549301691444379,3.0,30.5,0.5866,0.3774,0.248,0.1626,0.036,0.1552,0.2698,0.0344,0.5142,0.721,3.4106,0.388,42,10.5,3.9738000000000007
8484145,Z. Benson,L,BUF,FLA,2026-02-02,6.7904800000000005,5.0,7.4277084871176795,0.0,15.0,0.238,0.1022,0.0568,0.0278,0.0092,0.0478,0.0892,0.034,0.1396,0.4402,1.7478,0.3746,41,12.0,5.2095199999999995
8484149,G. Brindley,C,COL,DET,2026-02-02,4.26916,1.5,6.9662687928617855,0.0,11.0,0.129,0.0582,0.0322,0.0186,0.0084,0.0284,0.0518,0.03,0.1268,0.1772,1.146,0.3032,40,0.8,3.4691600000000005
8484164,D. Dvorsky,R,STL,NSH,2026-02-02,5.17234,2.8,7.250681135203782,0.0,13.0,0.1714,0.076,0.0442,0.0266,0.013,0.0324,0.0538,0.0338,0.203,0.152,1.3042,0.3898,45,1.0,4.17234
8484186,R. Leonard,R,WSH,NYI,2026-02-02,7.6476,5.0,8.210936014852388,0.0,17.8,0.2832,0.1306,0.0766,0.0412,0.0146,0.0538,0.1078,0.0338,0.2092,0.3984,2.0218,0.383,49,3.0,4.6476
8484197,O. Moore,C,CHI,SJS,2026-02-02,4.72014,2.8,6.772960385267287,0.0,11.5,0.1508,0.063,0.029,0.0182,0.0084,0.028,0.0592,0.0262,0.1222,0.2414,1.2566,0.3038,43,1.5,3.22014
8484223,A. Sandin-Pellikka,D,DET,COL,2026-02-02,4.903980000000001,2.8,6.043473021334669,0.0,11.4,0.1414,0.0546,0.0274,0.0162,0.0054,0.0256,0.029,0.1178,0.0952,0.2222,0.9786,0.9816,56,0.0,4.903980000000001
8484227,W. Smith,C,SJS,CHI,2026-02-02,10.79482,8.5,9.967935351295171,1.5,23.5,0.4466,0.2462,0.1452,0.0876,0.025,0.1026,0.1642,0.0214,0.4046,0.5526,2.4754,0.2394,40,12.0,1.2051800000000004
8484240,T. Willander,D,VAN,UTA,2026-02-02,5.106839999999999,3.0,6.157580792356687,0.0,11.6,0.1586,0.0586,0.0272,0.014,0.0034,0.0274,0.0298,0.1232,0.0828,0.2928,0.9388,0.9888,43,-0.5,5.606839999999999
8484241,M. Wood,R,NSH,STL,2026-02-02,5.77604,3.0,7.497866757845194,0.0,14.210000000000036,0.1982,0.0874,0.05,0.0288,0.0124,0.036,0.0738,0.0342,0.2042,0.2002,1.53,0.3778,44,1.5,4.27604
8484258,S. Malinski,D,COL,DET,2026-02-02,7.504019999999998,5.8,7.048280771904593,1.3,15.6,0.2672,0.107,0.0516,0.0264,0.0048,0.0366,0.103,0.15,0.0718,0.4114,1.9578,1.1714,53,4.1,3.4040199999999983
8484304,U. Balinskis,D,FLA,BUF,2026-02-02,4.25414,2.6,5.739013404793545,0.0,10.3,0.1204,0.0406,0.0192,0.013,0.007,0.0202,0.0388,0.0912,0.0728,0.1668,1.0628,0.7658,45,13.0,8.74586
8484305,Z. Metsa,D,BUF,FLA,2026-02-02,3.6925399999999993,1.5,6.4595939770545945,0.0,9.8,0.0952,0.045,0.023,0.0146,0.0046,0.0244,0.024,0.1014,0.0726,0.1682,0.6332,0.8248,24,0.0,3.6925399999999993
8484471,E. Finnie,C,DET,COL,2026-02-02,5.5178400000000005,3.0,7.311834361800054,0.0,12.9,0.1692,0.0724,0.043,0.0274,0.012,0.033,0.0664,0.0514,0.1572,0.213,1.4206,0.5638,56,6.0,0.4821599999999995
8484768,Z. Parekh,D,CGY,TOR,2026-02-02,5.10118,3.0,6.067381692921585,0.0,11.5,0.1458,0.053,0.0274,0.0154,0.0066,0.0238,0.051,0.1302,0.0768,0.1956,1.2206,1.0516,11,2.8,2.3011800000000004
8484801,M. Celebrini,C,SJS,CHI,2026-02-02,16.0121,13.0,11.865665914309234,3.0,32.5,0.6506,0.44,0.2892,0.1944,0.032,0.1986,0.2936,0.0584,0.4906,0.954,3.4936,0.606,53,23.5,7.4879
8484806,S. Dickinson,D,SJS,CHI,2026-02-02,5.34644,2.8,9.46881826451432,0.0,12.2,0.1484,0.0698,0.0386,0.0274,0.017,0.0342,0.0382,0.1102,0.1762,0.1846,0.9494,0.9228,44,4.3,1.0464400000000005
8484829,J. Hryckowian,C,DAL,WPG,2026-02-02,4.79892,2.6,7.281676100569154,0.0,11.5,0.1504,0.0746,0.0392,0.0248,0.0126,0.0342,0.049,0.0396,0.1672,0.1856,1.0832,0.4584,54,6.5,1.7010800000000001
8484860,M. Gridin,R,CGY,TOR,2026-02-02,6.8929,4.5,7.856439625555586,0.0,15.9,0.2462,0.109,0.0622,0.0344,0.0148,0.0442,0.0884,0.051,0.2214,0.2684,1.7402,0.571,11,5.8,1.0929000000000002
8484911,C. Graf,R,SJS,CHI,2026-02-02,7.0588,4.5,8.122734918732728,0.0,17.0,0.2638,0.1254,0.0678,0.041,0.0172,0.0516,0.0638,0.0596,0.2768,0.3042,1.3332,0.658,52,4.0,3.0587999999999997
8484984,I. Demidov,R,MTL,MIN,2026-02-02,7.6942,5.0,8.281141609705752,0.0,18.0,0.3026,0.1396,0.075,0.0426,0.0132,0.0724,0.0736,0.035,0.201,0.5782,1.4954,0.374,55,11.3,3.6058000000000003
8485366,M. Schaefer,D,NYI,WSH,2026-02-02,9.771560000000001,7.9,8.185807911648062,1.5,20.0,0.3976,0.194,0.1036,0.0526,0.0084,0.0552,0.135,0.1744,0.2482,0.4016,2.3124,1.2962,55,3.1,6.671560000000001
8485402,M. Misa,C,SJS,CHI,2026-02-02,6.581779999999998,4.3,8.198814428415854,0.0,15.0,0.2214,0.1014,0.059,0.0392,0.0138,0.0504,0.0718,0.0452,0.1802,0.3526,1.5156,0.5416,16,2.0,4.581779999999998
8485414,B. Kindel,C,PIT,OTT,2026-02-02,7.809959999999999,5.6,8.0926122357617,1.3,17.61000000000004,0.2822,0.1328,0.074,0.0412,0.0138,0.042,0.1222,0.0848,0.2364,0.2594,2.0324,0.8312,50,3.0,4.809959999999999
8471214,A. Ovechkin,L,WSH,PHI,2026-02-03,9.97488,8.5,9.04800668576234,1.5,21.5,0.4264,0.2204,0.1228,0.0702,0.0184,0.0722,0.1858,0.0166,0.3616,0.4328,2.6838,0.1826,57,5.0,4.974880000000001
8471215,E. Malkin,C,PIT,NYI,2026-02-03,11.581299999999999,9.5,10.02173299933699,1.5,25.0,0.4794,0.2706,0.1604,0.1006,0.0204,0.1196,0.175,0.0346,0.3316,0.762,2.5458,0.388,39,3.5,8.081299999999999
8471675,S. Crosby,C,PIT,NYI,2026-02-03,11.82664,9.5,10.689070975084785,1.5,26.0,0.4838,0.282,0.17,0.1088,0.038,0.123,0.1406,0.039,0.5124,0.5752,2.2562,0.4218,54,9.5,2.3266399999999994
8473512,C. Giroux,R,OTT,CAR,2026-02-03,7.488119999999999,5.0,8.110643800932204,0.0,17.5,0.2728,0.1304,0.0718,0.044,0.0148,0.0664,0.0746,0.0352,0.2052,0.4936,1.5996,0.4024,55,-0.5,7.988119999999999
8473533,J. Staal,C,CAR,OTT,2026-02-03,6.170039999999999,3.0,7.651347750455471,0.0,14.5,0.2182,0.0938,0.052,0.0306,0.014,0.0408,0.0604,0.0478,0.2386,0.2196,1.3624,0.5598,52,10.5,4.329960000000001
8473986,A. Killorn,L,ANA,SEA,2026-02-03,5.47432,3.0,6.816972681300696,0.0,12.8,0.175,0.0646,0.035,0.021,0.0094,0.026,0.0962,0.0324,0.1116,0.1988,1.8258,0.4294,55,13.5,8.025680000000001
8474151,R. McDonagh,D,TBL,BUF,2026-02-03,6.91344,4.9,7.022956312437092,1.3,15.0,0.2366,0.1002,0.0494,0.0278,0.0084,0.0334,0.0422,0.2338,0.1596,0.2654,1.132,1.6388,20,3.0,3.9134399999999996
8474189,L. Eller,C,OTT,CAR,2026-02-03,4.8533,1.5,8.78124143330543,0.0,11.5,0.1328,0.0714,0.0446,0.033,0.024,0.0422,0.035,0.0526,0.1954,0.1642,0.8866,0.581,41,7.0,2.1467
8474578,E. Karlsson,D,PIT,NYI,2026-02-03,8.27674,6.4,7.410695039765164,1.3,17.5,0.315,0.1436,0.0704,0.0358,0.0044,0.0548,0.1166,0.1058,0.0796,0.577,2.1238,0.8688,49,10.5,2.22326
8474586,J. Eberle,R,SEA,ANA,2026-02-03,9.03002,6.5,8.640676177221318,1.3,20.0,0.3652,0.1786,0.101,0.0556,0.015,0.061,0.1316,0.0464,0.337,0.3384,2.2494,0.5334,52,11.0,1.9699799999999996
8474590,J. Carlson,D,WSH,PHI,2026-02-03,10.29076,8.5,8.443562910430643,1.5,21.620000000000076,0.4172,0.2156,0.12,0.0614,0.006,0.0812,0.1038,0.2018,0.1888,0.6444,1.9938,1.4662,53,17.7,7.409239999999999
8475166,J. Tavares,C,TOR,EDM,2026-02-03,9.45154,6.5,9.273933880959039,1.5,21.0,0.379,0.1914,0.1136,0.0674,0.0206,0.0746,0.154,0.021,0.3276,0.4434,2.45,0.2418,56,13.3,3.848460000000001
8475167,V. Hedman,D,TBL,BUF,2026-02-03,8.029119999999999,6.2,8.589871013327267,1.3,16.510000000000037,0.278,0.123,0.0654,0.0408,0.0136,0.0548,0.053,0.2082,0.138,0.4836,1.3414,1.5074,19,2.0,6.029119999999999
8475171,O. Ekman-Larsson,D,TOR,EDM,2026-02-03,6.807119999999999,5.0,6.963618406087456,0.0,15.6,0.243,0.1064,0.0512,0.0294,0.0052,0.0464,0.0606,0.1016,0.1334,0.4284,1.4058,0.8504,56,4.0,2.8071199999999994
8475184,C. Kreider,L,ANA,SEA,2026-02-03,8.31264,5.9,8.997324504006732,0.0,19.5,0.3334,0.1576,0.0946,0.0524,0.0226,0.0504,0.1116,0.0298,0.3894,0.2284,2.0226,0.3588,49,0.0,8.31264
8475218,M. Ekholm,D,EDM,TOR,2026-02-03,8.089939999999999,6.3,7.471155251793393,1.3,16.4,0.2904,0.1232,0.0598,0.0324,0.0076,0.039,0.0908,0.2286,0.1222,0.363,1.8112,1.5848,56,2.5,5.589939999999999
8475231,C. Cizikas,C,NYI,PIT,2026-02-03,3.9741399999999993,1.5,6.313290525581728,0.0,10.0,0.1072,0.0498,0.0262,0.0164,0.0082,0.0226,0.0336,0.065,0.1064,0.148,0.8462,0.6688,55,2.8,1.1741399999999995
8475235,N. Deslauriers,L,PHI,WSH,2026-02-03,4.2261,1.5,8.014611206415443,0.0,10.0,0.1166,0.059,0.0346,0.0252,0.0164,0.0334,0.04,0.0288,0.1538,0.1512,0.9662,0.381,20,6.3,2.0739
8475314,A. Lee,L,NYI,PIT,2026-02-03,7.64342,5.0,8.092927078851014,1.3,17.0,0.278,0.1264,0.0664,0.0378,0.0144,0.0426,0.1352,0.0434,0.2008,0.3162,2.2396,0.4974,63,8.5,0.8565800000000001
8475324,N. Jensen,D,OTT,CAR,2026-02-03,4.195180000000001,2.6,5.600831971020019,0.0,10.010000000000037,0.11,0.0442,0.0224,0.0126,0.0048,0.0212,0.0182,0.1478,0.0736,0.1904,0.6008,1.1326,52,1.3,2.8951800000000008
8475343,N. Dowd,C,WSH,PHI,2026-02-03,4.9924,2.6,7.787416403403634,0.0,11.5,0.1424,0.0638,0.0396,0.028,0.0124,0.0368,0.0358,0.0788,0.1234,0.2564,0.9166,0.788,49,2.1,2.8924
8475455,B. Dillon,D,NJD,CBJ,2026-02-03,4.8119,2.8,6.3602349319816796,0.0,11.1,0.122,0.051,0.0264,0.0168,0.0076,0.0224,0.0298,0.185,0.082,0.1796,0.774,1.347,55,1.5,3.3118999999999996
8475462,R. Gudas,D,ANA,SEA,2026-02-03,6.862760000000001,4.9,8.694776200823112,0.0,14.4,0.203,0.09,0.0496,0.0304,0.0152,0.0346,0.0512,0.238,0.1578,0.221,1.2278,1.6432,42,10.4,3.5372399999999997
8475714,C. Jarnkrok,C,TOR,EDM,2026-02-03,5.41642,1.5,10.164923235499616,0.0,14.4,0.1718,0.0952,0.0614,0.046,0.015,0.0638,0.0392,0.0198,0.1748,0.3986,0.935,0.1844,36,-0.5,5.91642
8475722,J. Zucker,L,BUF,TBL,2026-02-03,8.86764,6.4,8.975991133596334,0.0,20.0,0.3624,0.1832,0.1006,0.0586,0.0212,0.0646,0.1226,0.0282,0.363,0.3684,2.1078,0.2848,36,0.0,8.86764
8475745,C. Coyle,C,CBJ,NJD,2026-02-03,8.32,6.0,8.91237095278243,0.0,18.5,0.3172,0.1516,0.0852,0.0524,0.0156,0.0664,0.0882,0.054,0.2736,0.4498,1.706,0.614,54,7.0,1.3200000000000003
8475768,J. Schwartz,L,SEA,ANA,2026-02-03,7.9988,5.8,7.911661175758224,1.3,18.0,0.2998,0.1434,0.0746,0.0414,0.0112,0.0438,0.1072,0.089,0.2394,0.3056,1.9356,0.901,35,4.1,3.8988000000000005
8475786,Z. Hyman,L,EDM,TOR,2026-02-03,12.68484,10.0,10.576462649411663,1.5,26.5,0.5338,0.319,0.1978,0.1208,0.0414,0.101,0.235,0.0286,0.5932,0.374,3.0778,0.3578,37,1.0,11.68484
8475790,E. Gudbranson,D,CBJ,NJD,2026-02-03,5.6677800000000005,4.1,6.1823548807553905,0.0,12.6,0.169,0.0624,0.03,0.0184,0.0048,0.026,0.0362,0.1724,0.0846,0.2514,1.1168,1.3196,12,2.8,2.8677800000000007
8475791,T. Hall,L,CAR,OTT,2026-02-03,6.47474,4.3,7.328546645304238,0.0,15.0,0.2358,0.105,0.0536,0.0314,0.0122,0.0408,0.0786,0.038,0.2166,0.2832,1.5776,0.4428,55,4.5,1.9747399999999997
8475798,M. Granlund,C,ANA,SEA,2026-02-03,8.98054,6.4,8.957050815329787,1.3,20.0,0.3462,0.172,0.101,0.0584,0.0208,0.0662,0.1202,0.0618,0.3168,0.3622,2.087,0.6948,37,7.0,1.9805399999999995
8475810,B. Rust,R,PIT,NYI,2026-02-03,11.186779999999999,9.3,9.223789635046975,1.5,22.8,0.4648,0.2518,0.139,0.078,0.0208,0.0782,0.1838,0.1254,0.3486,0.4406,2.6896,1.0616,47,9.5,1.6867799999999988
8476292,O. Palat,L,NYI,PIT,2026-02-03,4.4157,2.6,6.389153270191598,0.0,11.1,0.1202,0.0492,0.0274,0.0174,0.011,0.0222,0.0484,0.0722,0.11,0.1282,1.0816,0.767,55,7.0,2.5843
8476372,N. Seeler,D,PHI,WSH,2026-02-03,6.28998,4.5,6.801803407891175,1.3,12.9,0.1806,0.0678,0.0356,0.0206,0.0098,0.0238,0.0494,0.282,0.1006,0.1286,1.2844,1.8716,54,3.6,2.68998
8476393,N. Cousins,C,OTT,CAR,2026-02-03,3.8567,1.5,6.4715864446053715,0.0,10.0,0.1094,0.0504,0.0264,0.0174,0.0084,0.0248,0.0332,0.0404,0.122,0.1512,0.8452,0.479,54,7.1,3.2432999999999996
8476419,J. Pageau,C,NYI,PIT,2026-02-03,6.41628,4.1,7.7689254702050015,0.0,15.0,0.2146,0.1018,0.0526,0.032,0.0148,0.0404,0.0524,0.0866,0.2376,0.2414,1.1654,0.8746,48,-1.0,7.41628
8476429,S. Mayfield,D,NYI,PIT,2026-02-03,5.59166,2.8,9.513763947271343,0.0,12.2,0.1456,0.0676,0.0392,0.0274,0.0188,0.033,0.0298,0.1596,0.1864,0.139,0.9078,1.2352,54,1.0,4.59166
8476432,B. Jenner,C,CBJ,NJD,2026-02-03,8.9399,6.5,8.489038696460277,1.3,19.1,0.3406,0.1592,0.0886,0.0536,0.0128,0.062,0.1328,0.1016,0.1972,0.4542,2.1932,0.957,40,11.3,2.360100000000001
8476453,N. Kucherov,R,TBL,BUF,2026-02-03,16.35744,13.5,11.857836929490977,3.0,33.0,0.6572,0.4518,0.3098,0.207,0.0344,0.2516,0.209,0.0368,0.5436,1.1594,2.8654,0.4138,49,41.8,25.442559999999997
8476454,R. Nugent-Hopkins,C,EDM,TOR,2026-02-03,9.27858,6.5,9.327126630618885,0.0,21.5,0.3618,0.1956,0.1176,0.0696,0.0172,0.1048,0.09,0.0374,0.2842,0.6478,1.7242,0.4186,47,3.5,5.77858
8476457,A. Larsson,D,SEA,ANA,2026-02-03,6.44788,4.9,6.477075536505654,1.3,13.4,0.1954,0.0746,0.0342,0.0198,0.0056,0.0236,0.0446,0.3234,0.0786,0.1936,1.12,2.0586,54,8.5,2.0521200000000004
8476461,S. Couturier,C,PHI,WSH,2026-02-03,6.38868,4.5,7.699917133164486,0.0,14.5,0.2102,0.092,0.052,0.029,0.0086,0.0466,0.0742,0.0584,0.1104,0.4066,1.5606,0.5986,53,12.4,6.01132
8476462,D. Hamilton,D,NJD,CBJ,2026-02-03,8.154340000000001,6.0,7.314321100717414,1.5,16.5,0.3144,0.1292,0.055,0.03,0.0078,0.0316,0.1778,0.1162,0.1334,0.274,2.6716,0.9468,50,6.3,1.8543400000000014
8476467,J. Oleksiak,D,SEA,ANA,2026-02-03,5.025639999999999,3.0,5.854297446355114,0.0,11.3,0.1344,0.0502,0.0252,0.013,0.0064,0.019,0.0356,0.2092,0.072,0.1278,0.974,1.5328,52,3.6,1.4256399999999991
8476483,R. Rakell,R,PIT,NYI,2026-02-03,10.72434,8.5,9.119147195017746,1.5,22.0,0.4362,0.2266,0.1302,0.0714,0.0172,0.068,0.2124,0.0902,0.2964,0.431,2.9238,0.8508,34,1.5,9.22434
8476822,L. Glendening,C,NJD,CBJ,2026-02-03,12.593639999999999,2.6,36.38092318166761,0.0,32.8,0.2226,0.157,0.127,0.1146,0.099,0.1192,0.0322,0.0874,1.0172,0.2058,0.6696,0.8768,51,0.0,12.593639999999999
8476826,Y. Gourde,C,TBL,BUF,2026-02-03,5.34996,3.0,7.03699992883331,0.0,12.8,0.175,0.0716,0.038,0.0208,0.01,0.0332,0.0652,0.047,0.1336,0.2542,1.3814,0.4842,53,3.5,1.8499600000000003
8476872,S. Laughton,C,TOR,EDM,2026-02-03,5.660819999999999,2.8,7.944922084426001,0.0,13.5,0.1828,0.0834,0.0468,0.0302,0.0144,0.035,0.051,0.064,0.2136,0.1764,1.2034,0.6884,38,4.3,1.3608199999999995
8476873,M. Jankowski,L,CAR,OTT,2026-02-03,4.51706,1.5,6.759060804312978,0.0,11.1,0.124,0.0638,0.0362,0.0226,0.0098,0.0326,0.0438,0.0644,0.1228,0.1922,0.931,0.6772,43,-0.5,5.01706
8476878,Z. Girgensons,C,TBL,BUF,2026-02-03,4.88112,2.8,6.9555356045095476,0.0,11.5,0.1434,0.0634,0.0332,0.0218,0.0106,0.0276,0.0518,0.0604,0.1448,0.1658,1.1946,0.6174,46,3.0,1.8811200000000001
8476880,T. Wilson,R,WSH,PHI,2026-02-03,11.1785,8.8,10.023883266977922,1.5,24.3,0.463,0.2578,0.1554,0.095,0.0288,0.1092,0.1204,0.0514,0.4646,0.5344,2.1156,0.614,48,3.8,7.3785
8476885,J. Trouba,D,ANA,SEA,2026-02-03,8.880579999999998,7.3,7.360758986925194,1.5,18.0,0.337,0.1494,0.0752,0.0352,0.0064,0.0362,0.1126,0.2904,0.1486,0.3116,2.0308,1.9096,54,10.8,1.9194200000000023
8476905,C. Stephenson,C,SEA,ANA,2026-02-03,7.708060000000001,5.0,8.817716089577845,0.0,18.4,0.2824,0.142,0.083,0.0478,0.0158,0.0658,0.0648,0.0704,0.27,0.4128,1.3526,0.7232,52,-1.0,8.70806
8476906,S. Gostisbehere,D,CAR,OTT,2026-02-03,10.572519999999999,8.5,9.028554305623908,1.5,22.3,0.4266,0.229,0.1284,0.0724,0.0114,0.0992,0.1008,0.1448,0.2236,0.7212,1.978,1.1704,38,2.5,8.072519999999999
8476917,A. Pelech,D,NYI,PIT,2026-02-03,6.1328,4.5,6.501501684995551,1.3,12.6,0.1718,0.061,0.0326,0.0188,0.0078,0.0216,0.0516,0.2702,0.0868,0.1282,1.3516,1.782,56,9.8,3.667200000000001
8476921,J. Martinook,L,CAR,OTT,2026-02-03,5.22334,3.0,6.884699357589988,0.0,12.6,0.1598,0.0646,0.0358,0.02,0.0094,0.0266,0.0662,0.0572,0.1242,0.2156,1.3432,0.6488,52,3.1,2.1233400000000002
8476923,D. Severson,D,CBJ,NJD,2026-02-03,6.19032,4.5,6.580501979150223,0.0,13.5,0.1978,0.079,0.0378,0.0196,0.0062,0.03,0.0538,0.1606,0.0824,0.319,1.308,1.2384,53,3.3,2.89032
8476931,J. McCabe,D,TOR,EDM,2026-02-03,6.68394,5.0,6.508067614614955,1.3,13.8,0.2092,0.078,0.0362,0.0186,0.0052,0.0256,0.0284,0.3756,0.0696,0.2632,0.8636,2.2958,54,18.9,12.216059999999999
8476958,J. Slavin,D,CAR,OTT,2026-02-03,6.10652,4.3,7.448619032384459,0.0,13.0,0.1782,0.0734,0.0388,0.0244,0.0102,0.0306,0.0408,0.2184,0.1054,0.2288,1.1234,1.5384,15,4.0,2.1065199999999997
8476967,B. Kulak,D,PIT,NYI,2026-02-03,6.1535400000000005,4.1,9.474138244104315,0.0,13.0,0.1684,0.076,0.0444,0.0284,0.0186,0.0328,0.04,0.169,0.1878,0.1378,1.1868,1.3268,54,5.3,0.8535400000000006
8477015,C. Brown,R,NJD,CBJ,2026-02-03,6.222119999999999,4.1,7.525932945861264,0.0,14.710000000000036,0.2168,0.0974,0.054,0.0316,0.014,0.0418,0.0672,0.0462,0.2064,0.2574,1.4684,0.5364,48,3.3,2.9221199999999996
